i,j,lambda,lambda.lower,lambda.upper,R,R.lower,R.upper,S,S.lower,S.upper,totAdults,totAdults.lower,totAdults.upper,totN,totN.lower,totN.upper,totNMF,totNMF.lower,totNMF.upper,.width,.point,.interval,yrs,herd,trt
41,12,1.0043582757702372,0.6491483383522811,1.5237762156754535,0.15085599233571484,0.06654406279478481,0.30094104337362254,0.9095342760055447,0.8130625718508935,0.9605133767019951,123,66,207,138,76,231,219.96336556691733,113.72081405716649,404.67250473755655,0.9,median,qi,1984,Quintette Full,Reference
41,13,1.0227958246067719,0.6595530238679848,1.6052435775049352,0.1545102889424805,0.07130349451474034,0.28844956547079675,0.9098865579386064,0.8155176594913156,0.9622160264266839,125,71,207,140,79.94999999999999,234,227.277524380207,120.73521257892625,405.50363650688604,0.9,median,qi,1985,Quintette Full,Reference
41,14,1.0262387512396662,0.67446985359498,1.6275763485615413,0.14813854895003675,0.06818224940296227,0.2982475290077693,0.9056935087951897,0.811046612739403,0.9604997071494552,127,72.89999999999998,210,143,82.94999999999999,236.0999999999999,230.8005089676875,127.1159977999051,431.5519956474002,0.9,median,qi,1986,Quintette Full,Reference
41,15,1.0080224829511368,0.6586421764316066,1.5247760299320554,0.14629395456905545,0.06427164902839856,0.2941682459746187,0.9080627948867142,0.8077173017725436,0.9610277786788586,129,74,211.04999999999995,144,84,241,232.71288533415395,129.3796317420575,415.5922235009768,0.9,median,qi,1987,Quintette Full,Reference
41,16,1.0044552499257142,0.6464837176774282,1.5490764067950933,0.14176705189018254,0.06339416416767457,0.28242703781496364,0.9160385742871673,0.8299240022995111,0.9668927376799477,130,77.94999999999999,212.04999999999995,145,86.94999999999999,240,233.68778544284396,127.77018985695256,425.0423389350316,0.9,median,qi,1988,Quintette Full,Reference
41,17,1.018657723188449,0.6670222508300004,1.6013816922880864,0.14856465890115475,0.06596230845429084,0.2974391234786281,0.9151044333364629,0.8337783724065388,0.9643278397015935,131,79.94999999999999,216,149,88,241.04999999999995,237.3392481710393,130.08106164708693,431.6991588608284,0.9,median,qi,1989,Quintette Full,Reference
41,18,1.0313522239536657,0.6716496725179258,1.629695441775471,0.15274461553763335,0.07068957894185587,0.3144544345578855,0.9167821809115577,0.8331444210321155,0.9653674253492859,135,81,219.04999999999995,154,92,245,248.13801967830852,140.53314363584335,429.9813609369118,0.9,median,qi,1990,Quintette Full,Reference
41,19,1.0511887994140268,0.671769191744483,1.6085797201267227,0.15638754040958128,0.0760456380445636,0.3016824385752341,0.918871799521001,0.8308638711787936,0.9646861076184056,141,84,220.04999999999995,159,96,251.0999999999999,257.73025972181483,149.50477369639356,451.7510292588251,0.9,median,qi,1991,Quintette Full,Reference
41,20,1.0400922164810464,0.6958379372809131,1.6165812039147154,0.20275217852292493,0.1324049251769915,0.294232250577529,0.9052635190546781,0.8055095655710253,0.9635245201567944,145,89,227.04999999999995,169,102,270.04999999999995,269.58498061834075,154.08165823780678,471.1175167765131,0.9,median,qi,1992,Quintette Full,Reference
41,21,1.0117917702651147,0.6513830994910241,1.5708491310364792,0.1447977594677217,0.07016592014903418,0.27528900595567407,0.8881640514345635,0.7806702997763529,0.9512558999633317,151,91.94999999999999,238,169,103,275.04999999999995,273.80531157487167,158.672264551629,491.4121688183761,0.9,median,qi,1993,Quintette Full,Reference
41,22,1.1297706816253246,0.7144735883875122,1.7881907108301458,0.3114092685142078,0.20938737804165525,0.4380334267013959,0.9016088028308784,0.8226078710872519,0.9557588244506363,149,92,238.04999999999995,186.5,115,301.0999999999999,304.51989997932304,177.6292954522904,555.7523801117355,0.9,median,qi,1994,Quintette Full,Reference
41,23,0.988107668505513,0.6713359400194108,1.5316005133313921,0.14624275304085274,0.06656623178840475,0.2843506641877234,0.8831329818590872,0.8016913005464968,0.9403863380303901,168,106,267.04999999999995,189,119,298,308.3499308352133,175.44672584529468,545.5556900641205,0.9,median,qi,1995,Quintette Full,Reference
41,24,0.9310323293102396,0.6270399004460523,1.4611469866947193,0.10880953277559621,0.07070696008014532,0.16305052204360362,0.9051915618144906,0.8129237240453527,0.9578474845205794,165,106.94999999999999,264,180,115,285,285.10030194375963,176.1875537907294,498.783441436924,0.9,median,qi,1996,Quintette Full,Reference
41,25,0.9659509578633803,0.6262635242875617,1.513451035845708,0.11156832955939829,0.06015622516638303,0.17968351671641797,0.9029348314107201,0.8110480689892217,0.9601426903759853,162,103.94999999999999,255.04999999999995,176,112,273.04999999999995,279.43941915255886,170.31593204535184,481.6642974875549,0.9,median,qi,1997,Quintette Full,Reference
41,26,1.0232100068755088,0.6542514632666281,1.577355533914707,0.16932519300289064,0.12372240070701887,0.22556343033818946,0.876509816667308,0.8046193889050088,0.9367648432276504,158,100,244.04999999999995,179,114.94999999999999,277,289.6032807062404,171.9236444705896,506.8161041399382,0.9,median,qi,1998,Quintette Full,Reference
41,27,1.00855456435656,0.6413819239573121,1.5367645987595568,0.1956510248496791,0.1397536385168359,0.2615059882827087,0.8919532133673005,0.8301957594460297,0.9418328725349701,157,100,240.0999999999999,181,115,272.04999999999995,294.25892207180766,174.8857109343274,488.6822973925126,0.9,median,qi,1999,Quintette Full,Reference
41,28,0.9626093037997179,0.652466988865085,1.4685316025595423,0.12066754242323027,0.07643199067788244,0.17614590460733498,0.9150438527812899,0.8589759010839231,0.9595762282239565,162,101.94999999999999,240.04999999999995,180,111.94999999999999,263.04999999999995,280.27790865527174,167.17710340605294,465.7253367312063,0.9,median,qi,2000,Quintette Full,Reference
41,29,1.0372899923965333,0.6851809425475225,1.5810429705993858,0.1545727396266311,0.08411453700689658,0.24562252843502547,0.8954189299701835,0.8105328797520426,0.9542893389958688,163,103,239,184,117,272.04999999999995,295.1568651027469,173.83508868471904,495.14826575186106,0.9,median,qi,2001,Quintette Full,Reference
41,30,0.9515487777154019,0.6426798907431079,1.5263131660428242,0.10725648479272734,0.07185549471538223,0.14665591257729016,0.8547753675105614,0.7810674229241602,0.9236344882023281,163,105,243,176,115,263.04999999999995,280.7506944015296,169.40515466647398,480.98086400074214,0.9,median,qi,2002,Quintette Full,Reference
41,31,0.9341680718209535,0.6155563376627594,1.4585477067276855,0.12705865218774082,0.09025752365901317,0.16893519707002316,0.9528471941667832,0.9245845501055492,0.9750329821884819,150,98,223,166,108,247.0999999999999,263.565035465827,161.81818214726727,445.0950320526155,0.9,median,qi,2003,Quintette Full,Reference
41,32,1.0278022909011175,0.6749284061783084,1.5765437592096416,0.09644140938486287,0.06675892864824863,0.13185992128617097,0.8073002118861696,0.716661436014514,0.8896300697044032,157,102,234.04999999999995,169,111,252.04999999999995,272.1756981624321,161.19590891533272,459.8797675448903,0.9,median,qi,2004,Quintette Full,Reference
41,33,0.8896105976166452,0.5678643857698754,1.4054964704293216,0.128821747841799,0.0939931905426329,0.16843601698730917,0.88702703151266,0.8182305043034711,0.9429310182379407,136,91,206.04999999999995,151,101,226.04999999999995,239.74488288240894,149.48702128083784,407.2189724347431,0.9,median,qi,2005,Quintette Full,Reference
41,34,0.9614467327714333,0.5983757060875472,1.442213510603709,0.09468199624709883,0.06821976837849716,0.12768535376834955,0.9118137352126585,0.8603702739117746,0.9519236504699624,133.5,90.94999999999999,195,143,98,212,227.3761474822988,146.64511434988142,377.7335364525167,0.9,median,qi,2006,Quintette Full,Reference
41,35,0.9469785601832783,0.6273682951908719,1.524597167312692,0.07129496758246151,0.05024920420539749,0.09687040185891074,0.9389670353269499,0.9139228043154198,0.9594125028924714,130,89,189.04999999999995,138,94,202,220.86626114215633,137.8975399876585,364.671527143394,0.9,median,qi,2007,Quintette Full,Reference
41,36,1.010009883093743,0.6306103150533513,1.566739817385689,0.07425540595269406,0.05382037308098138,0.0980970841215725,0.8497811317132171,0.8016021908517396,0.8898255839705668,130,88,188,138,93.94999999999999,198,219.33378710955373,136.57497054728825,375.8582823777003,0.9,median,qi,2008,Quintette Full,Reference
41,37,0.9301007580124481,0.612062925100286,1.4707315607974836,0.12502170897864548,0.09178533528826695,0.1639933473468933,0.8367859764972735,0.7947772465310814,0.8805362113693598,116,79,166.04999999999995,128,88,188,204.5163855742014,129.20774278272177,355.215842237404,0.9,median,qi,2009,Quintette Full,Reference
41,38,0.9256960870898032,0.5867581824356872,1.408798530266541,0.12226990023036455,0.08734521415368454,0.15903827173858415,0.8131626358564257,0.758336149736892,0.8601704506119082,107,73,156,118,80.94999999999999,172,191.83412703429207,119.0888697555538,305.3472142194678,0.9,median,qi,2010,Quintette Full,Reference
41,39,0.8796484026142659,0.5685806031690447,1.395770117679963,0.11339345412349432,0.0829995768116962,0.1481564778981729,0.7855427393694685,0.7315156897269997,0.836342478140939,96.5,65.94999999999999,137.04999999999995,105,72,150,168.0659260955862,105.96530091262173,273.80587211955157,0.9,median,qi,2011,Quintette Full,Reference
41,40,0.858416910334655,0.5589296269968307,1.346678193286058,0.09938588859043584,0.06966460049315798,0.13297680898867983,0.9110473897883566,0.8747281415039767,0.9438231681242106,83,58,117,90,63,127,144.82676138896858,91.51871822660017,238.84293964837153,0.9,median,qi,2012,Quintette Full,Reference
41,41,0.9683881848248613,0.6179954471073228,1.5522661055044182,0.09698546132738796,0.06925011389587636,0.12820360150671609,0.7922716195253027,0.7354873131136146,0.8436122446080938,82,57,115,89,62,124.04999999999995,143.11837792974356,88.63772883630814,226.25938326265987,0.9,median,qi,2013,Quintette Full,Reference
41,42,0.8499607431865834,0.5592937955617416,1.3224923934208557,0.07069830427158763,0.04304196512300908,0.10438769322256561,0.7876607258867708,0.7306242995031973,0.8359627824704035,70,50,97,74,53,102.04999999999995,118.5762203383562,78.24838068699536,190.15571934330956,0.9,median,qi,2014,Quintette Full,Reference
41,43,0.9151461331291342,0.5811019250385858,1.444097327904867,0.18350092606672563,0.13944382438940942,0.22844054409060435,0.9203178010091726,0.8841666150620243,0.9476145989518525,59,42.94999999999999,81,67,49,92,110.22898173257647,72.79774048140247,165.7238230773367,0.9,median,qi,2015,Quintette Full,Reference
41,44,1.0050864774819983,0.6589858420963773,1.5262620935689168,0.12193473010880865,0.08890828935373442,0.15940849678389749,0.8561715212163226,0.8003861634226365,0.9036344429443246,62,45,83.04999999999995,68,50,92,108.79940716532454,72.53936733045093,167.63072535308024,0.9,median,qi,2016,Quintette Full,Reference
41,45,0.9855504658576943,0.6689107375703964,1.544038291336006,0.20174249340080594,0.155404071562684,0.2518099463609912,0.9288962288219134,0.8951441088647353,0.9603194034161125,58,43,77.04999999999995,68,51,88.04999999999995,109.26656461333657,75.13674805677995,163.78750403769365,0.9,median,qi,2017,Quintette Full,Reference
41,46,1.0419115651149544,0.7033583233782702,1.6039575234527494,0.18174279061124846,0.14042069372300017,0.23130705140214053,0.8511220723518076,0.7922586738342736,0.8999573853256956,63,47,82,72,55,93,114.39312623335768,81.17268697162663,174.8218635694617,0.9,median,qi,2018,Quintette Full,Reference
41,47,1.0251649270917205,0.659922722979208,1.579044923703305,0.23198065873470292,0.18540299769723365,0.2825219056025231,0.909058536094802,0.8668605386494048,0.9444632025870664,61,47,78,72,57,91,117.25126246008954,84.42057481634183,171.86577537451316,0.9,median,qi,2019,Quintette Full,Reference
41,48,1.0219688220197418,0.6857300115636744,1.6243037888511365,0.17822751099166287,0.13852660208640113,0.22499823038261568,0.9576422887167045,0.9429249837715388,0.9701966968729527,65,52,83,75,61,94,120.61721504667818,87.46052090320003,176.23777091971107,0.9,median,qi,2020,Quintette Full,Reference
41,49,0.9485235767627298,0.6747014320157271,1.2538606451919458,0.17693088248048777,0.1355308280365061,0.22371607662476542,0.9004654930173914,0.8579042251517853,0.9388339525181014,72,58,90,80,66,100,114.11644282995967,94.10706643766197,143.80994262305933,0.9,median,qi,2021,Quintette Full,Reference
41,50,1.2134615008999003,1.0222471464303171,1.4560732889879007,0.24398240385200448,0.20201584867376074,0.28972949923001523,0.9418240899890093,0.903029394510224,0.9726818976325395,72,60,90,85,72.94999999999999,104,138.77990919571064,117.32198931891662,169.42289286762423,0.9,median,qi,2022,Quintette Full,reducewolves
41,51,1.015029700345237,0.8618698482010703,1.1973639566857655,0.242909772575311,0.20091683633026722,0.28586698786304243,0.9330449780271114,0.8338638348082591,0.9748959203922475,80.5,68,98,95,81,115,140.7805635605706,116.94898295174424,170.72385297383207,0.9,median,qi,2023,Quintette Full,reducewolves
40,1,1,1,1,0.1,0.1,0.1,0.8953942525818055,0.7900701275216419,0.9560880193385011,183.8098933815154,136.49372872246278,233.59659549406496,212.9498911091921,161.76636134350483,275.4178924706145,343.99776421388054,232.35919435690485,506.4360521423434,0.9,median,qi,1973,Wolverine,Reference
40,2,0.9794312112359993,0.6516896436003301,1.483236300323703,0.17730406381546104,0.08506735868957883,0.3498204217984973,0.8929787509674681,0.7875091209702743,0.9537101111201617,188,137,244.04999999999995,215,155,285,339.74583536164073,224.53808604309927,517.6139498648724,0.9,median,qi,1974,Wolverine,Reference
40,3,1.0065401131970102,0.6578541048271979,1.504227559367564,0.1774437704313566,0.0798479430447444,0.3439245466369805,0.89222148647441335,0.7936078895724488,0.9568977714071756,189,135,257,218,154,294.04999999999995,343.63007751450584,218.63202761091586,530.483102118324,0.9,median,qi,1975,Wolverine,Reference
40,4,1.0101353629741006,0.6498905171679473,1.5473284674000933,0.1795620794074096,0.08834229394446422,0.3426871679401411,0.8958560043349354,0.8031100686749543,0.9536967919066731,192,133,259.04999999999995,220.5,150.95,303,344.94678745525545,219.5109209198672,539.4321303331174,0.9,median,qi,1976,Wolverine,Reference
40,5,1.026769359763673,0.6826006790572455,1.5704414175528931,0.18079044432425037,0.08479892594829198,0.34366798154844436,0.8963009613378408,0.7997843218746761,0.9583921883928052,194.5,134,271,222,152,312,350.04573753007844,229.0605685018532,575.5931223192372,0.9,median,qi,1977,Wolverine,Reference
40,6,1.0031183367304,0.6640587944184249,1.5155707027119927,0.17612280600400926,0.078339098591892,0.3379275083532216,0.8948089077980927,0.793265717583749,0.9570353181036801,196.5,135,282.14999999999986,227,152,322,359.1320062736503,224.87730656512343,591.4744164343471,0.9,median,qi,1978,Wolverine,Reference
40,7,1.0123034099542418,0.6461587718342616,1.5644232792824866,0.1774950419372754,0.08424885234653254,0.3514187260166748,0.8974051300732013,0.8069110743352926,0.9560751523884881,200.5,136,286.04999999999995,229,154,327.0999999999999,365.8624267197646,223.89272420506157,569.1740192045892,0.9,median,qi,1979,Wolverine,Reference
40,8,1.0108081164671772,0.6550323839858304,1.5469109226183029,0.1749953860393757,0.08248891576290912,0.3352884374930353,0.8934242921267337,0.791215929248756,0.9534668121009945,203,139,293,232.5,158,335,366.22374101599564,234.3762506131413,605.691305605532,0.9,median,qi,1980,Wolverine,Reference
40,9,1.0233215327019944,0.6516102797915091,1.6106941246919682,0.1776296696261046,0.08585486981536347,0.33761993377476385,0.8939281787227711,0.7977002136945112,0.9534901594211981,203,139,299,235,158,340,375.94804259902844,235.2170593870143,618.4420692022169,0.9,median,qi,1981,Wolverine,Reference
40,10,1.0134133069627858,0.67586462696459,1.5457018593688,0.17854149404059472,0.0838501941228962,0.3577593270321978,0.8844759414882948,0.7760513127007883,0.9484744511735407,207,140,299.04999999999995,238,160.95,348.04999999999995,378.7318292652491,240.28107308800304,615.7221159253419,0.9,median,qi,1982,Wolverine,Reference
40,11,0.9791003952171593,0.6737820227869181,1.5072583541104305,0.16624345493224785,0.07742038627736463,0.31215491389739886,0.8887129360357415,0.787906344246045,0.9504130789776789,209,139,303,236,159,343.04999999999995,374.8206611867047,235.6872638469146,587.256658236516,0.9,median,qi,1983,Wolverine,Reference
40,12,1.0850278420714834,0.7096259343932962,1.638324832286183,0.2981759107319262,0.19471194824119958,0.4141119677916133,0.8765077832561494,0.7482845121063109,0.9492199455592639,208,143.95,300,255,177.95,365.04999999999995,405.92458158172974,263.28592336684557,636.1396317004367,0.9,median,qi,1984,Wolverine,Reference
40,13,0.9676667403605475,0.6445859935311863,1.4751717502371733,0.15342901486959787,0.07352404436290577,0.28419434979398206,0.860178627015867,0.7429337918090165,0.9383035700049835,221,152.95,306.04999999999995,249,174,349,391.76827963079893,249.8154523192721,616.9178378623931,0.9,median,qi,1985,Wolverine,Reference
40,14,1.0818422801900454,0.7047232978837065,1.6482077640057515,0.32417986018383865,0.277933801709274,0.3784090469000696,0.9154051221023294,0.8470298275264542,0.9639558808468047,211,144,293,263,184.95,366.04999999999995,423.88564120503895,279.8409344253878,668.7258051347754,0.9,median,qi,1986,Wolverine,Reference
40,15,1.0475824698183454,0.7128391509481006,1.5533892171772106,0.2063446693323495,0.1699398110546528,0.24949144962695124,0.8631450761698527,0.7550248287563293,0.9316432909056442,239,168.95,331.04999999999995,279.5,199,385,446.1702165533941,291.3710404868003,693.0227165323196,0.9,median,qi,1987,Wolverine,Reference
40,16,0.9580064706749492,0.6098260329600206,1.4874230102662582,0.16964035175214418,0.13026981794346423,0.20799072227076776,0.912016461597593,0.8366238396301665,0.9647876192940948,237,168.95,335,270,187,375.04999999999995,426.2785851185623,269.6857015090702,661.8586419135127,0.9,median,qi,1988,Wolverine,Reference
40,17,1.06303427741299,0.7129902434384852,1.6554680238701187,0.21499956438396434,0.17173611228811786,0.26469862592092025,0.907750408069194,0.8180520071175809,0.9623571805649409,242,171.95,336,285,199.95,391.0999999999999,457.7175377965607,297.6175556043039,699.6435512886551,0.9,median,qi,1989,Wolverine,Reference
40,18,1.0424214135187655,0.6754134199670291,1.5642489355414426,0.18050776254945855,0.11090700370351475,0.25581491867470263,0.9035520436942338,0.8398621223124852,0.9568741203033033,255.5,176,349.04999999999995,291,204.95,402.1999999999998,471.95868788357,296.9938838078431,735.9521520785122,0.9,median,qi,1990,Wolverine,Reference
40,19,1.0520353858933862,0.6946695725529217,1.5813937554153936,0.2055098601090687,0.0949516364058699,0.3797175769953353,0.8866582365900245,0.7855246543577266,0.9469203521415315,263,184,364,306.5,218,418,490.44762537603015,330.44653593963096,765.8018084206489,0.9,median,qi,1991,Wolverine,Reference
