herd,year,treatment,applied,intensity
Maligne,2015,reduce moose,0,NA
Maligne,2016,reduce moose,0,NA
Maligne,2017,reduce moose,0,NA
Maligne,2018,reduce moose,0,NA
Maligne,2019,reduce moose,0,NA
Maligne,2020,reduce moose,0,NA
Maligne,2021,reduce moose,0,NA
Maligne,2022,reduce moose,0,NA
Maligne,2023,reduce moose,0,NA
Maligne,1973,feed,NA,NA
Maligne,1974,feed,NA,NA
Maligne,1975,feed,NA,NA
Maligne,1976,feed,NA,NA
Maligne,1977,feed,NA,NA
Maligne,1978,feed,NA,NA
Maligne,1979,feed,NA,NA
Maligne,1980,feed,NA,NA
Maligne,1981,feed,NA,NA
Maligne,1982,feed,NA,NA
Maligne,1983,feed,NA,NA
Maligne,1984,feed,NA,NA
Maligne,1985,feed,NA,NA
Maligne,1986,feed,NA,NA
Maligne,1987,feed,NA,NA
Maligne,1988,feed,0,NA
Maligne,1989,feed,0,NA
Maligne,1990,feed,0,NA
Maligne,1991,feed,0,NA
Maligne,1992,feed,0,NA
Maligne,1993,feed,0,NA
Maligne,1994,feed,0,NA
Maligne,1995,feed,0,NA
Maligne,1996,feed,0,NA
Maligne,1997,feed,0,NA
Maligne,1998,feed,0,NA
Maligne,1999,feed,0,NA
Maligne,2000,feed,0,NA
Maligne,2001,feed,0,NA
Maligne,2002,feed,0,NA
Maligne,2003,feed,0,NA
Maligne,2004,feed,0,NA
Maligne,2005,feed,0,NA
Maligne,2006,feed,0,NA
Maligne,2007,feed,0,NA
Maligne,2008,feed,0,NA
Maligne,2009,feed,0,NA
Maligne,2010,feed,0,NA
Maligne,2011,feed,0,NA
Maligne,2012,feed,0,NA
Maligne,2013,feed,0,NA
Maligne,2014,feed,0,NA
Maligne,2015,feed,0,NA
Maligne,2016,feed,0,NA
Maligne,2017,feed,0,NA
Maligne,2018,feed,0,NA
Maligne,2019,feed,0,NA
Maligne,2020,feed,0,NA
Maligne,2021,feed,0,NA
Maligne,2022,feed,0,NA
Maligne,2023,feed,0,NA
Monashee,1973,reduce wolves,NA,NA
Monashee,1974,reduce wolves,NA,NA
Monashee,1975,reduce wolves,NA,NA
Monashee,1976,reduce wolves,NA,NA
Monashee,1977,reduce wolves,NA,NA
Monashee,1978,reduce wolves,NA,NA
Monashee,1979,reduce wolves,NA,NA
Monashee,1980,reduce wolves,NA,NA
Monashee,1981,reduce wolves,NA,NA
Monashee,1982,reduce wolves,NA,NA
Monashee,1983,reduce wolves,NA,NA
Monashee,1984,reduce wolves,NA,NA
Monashee,1985,reduce wolves,NA,NA
Monashee,1986,reduce wolves,NA,NA
Monashee,1987,reduce wolves,NA,NA
Monashee,1988,reduce wolves,NA,NA
Monashee,1989,reduce wolves,NA,NA
Monashee,1990,reduce wolves,NA,NA
Monashee,1991,reduce wolves,NA,NA
Monashee,1992,reduce wolves,NA,NA
Monashee,1993,reduce wolves,NA,NA
Monashee,1994,reduce wolves,0,NA
Monashee,1995,reduce wolves,0,NA
Monashee,1996,reduce wolves,0,NA
Monashee,1997,reduce wolves,0,NA
Monashee,1998,reduce wolves,0,NA
Monashee,1999,reduce wolves,0,NA
Monashee,2000,reduce wolves,0,NA
Monashee,2001,reduce wolves,0,NA
Monashee,2002,reduce wolves,0,NA
Monashee,2003,reduce wolves,0,NA
Monashee,2004,reduce wolves,0,NA
Monashee,2005,reduce wolves,0,NA
Monashee,2006,reduce wolves,0,NA
Monashee,2007,reduce wolves,0,NA
Monashee,2008,reduce wolves,0,NA
Monashee,2009,reduce wolves,0,NA
Monashee,2010,reduce wolves,0,NA
Monashee,2011,reduce wolves,0,NA
Monashee,2012,reduce wolves,0,NA
Monashee,2013,reduce wolves,0,NA
Monashee,2014,reduce wolves,0,NA
Monashee,2015,reduce wolves,0,NA
Monashee,2016,reduce wolves,0,NA
Monashee,2017,reduce wolves,0,NA
Monashee,2018,reduce wolves,0,NA
Monashee,2019,reduce wolves,0,NA
Monashee,2020,reduce wolves,0,NA
Monashee,2021,reduce wolves,0,NA
Monashee,2022,reduce wolves,0,NA
Monashee,2023,reduce wolves,0,NA
Monashee,1973,sterilize wolves,NA,NA
Monashee,1974,sterilize wolves,NA,NA
Monashee,1975,sterilize wolves,NA,NA
Monashee,1976,sterilize wolves,NA,NA
Monashee,1977,sterilize wolves,NA,NA
Monashee,1978,sterilize wolves,NA,NA
Monashee,1979,sterilize wolves,NA,NA
Monashee,1980,sterilize wolves,NA,NA
Monashee,1981,sterilize wolves,NA,NA
Monashee,1982,sterilize wolves,NA,NA
Monashee,1983,sterilize wolves,NA,NA
Monashee,1984,sterilize wolves,NA,NA
Monashee,1985,sterilize wolves,NA,NA
Monashee,1986,sterilize wolves,NA,NA
Monashee,1987,sterilize wolves,NA,NA
Monashee,1988,sterilize wolves,NA,NA
Monashee,1989,sterilize wolves,NA,NA
Monashee,1990,sterilize wolves,NA,NA
Monashee,1991,sterilize wolves,NA,NA
Monashee,1992,sterilize wolves,NA,NA
Monashee,1993,sterilize wolves,NA,NA
Monashee,1994,sterilize wolves,0,NA
Monashee,1995,sterilize wolves,0,NA
Monashee,1996,sterilize wolves,0,NA
Monashee,1997,sterilize wolves,0,NA
Monashee,1998,sterilize wolves,0,NA
Monashee,1999,sterilize wolves,0,NA
Monashee,2000,sterilize wolves,0,NA
Monashee,2001,sterilize wolves,0,NA
Monashee,2002,sterilize wolves,0,NA
Monashee,2003,sterilize wolves,0,NA
Monashee,2004,sterilize wolves,0,NA
Monashee,2005,sterilize wolves,0,NA
Monashee,2006,sterilize wolves,0,NA
Monashee,2007,sterilize wolves,0,NA
Monashee,2008,sterilize wolves,0,NA
Monashee,2009,sterilize wolves,0,NA
Monashee,2010,sterilize wolves,0,NA
Monashee,2011,sterilize wolves,0,NA
Monashee,2012,sterilize wolves,0,NA
Monashee,2013,sterilize wolves,0,NA
Monashee,2014,sterilize wolves,0,NA
Monashee,2015,sterilize wolves,0,NA
Monashee,2016,sterilize wolves,0,NA
Monashee,2017,sterilize wolves,0,NA
Monashee,2018,sterilize wolves,0,NA
Monashee,2019,sterilize wolves,0,NA
Monashee,2020,sterilize wolves,0,NA
Monashee,2021,sterilize wolves,0,NA
Monashee,2022,sterilize wolves,0,NA
Monashee,2023,sterilize wolves,0,NA
Monashee,1973,transplant,NA,NA
Monashee,1974,transplant,NA,NA
Monashee,1975,transplant,NA,NA
Monashee,1976,transplant,NA,NA
Monashee,1977,transplant,NA,NA
Monashee,1978,transplant,NA,NA
Monashee,1979,transplant,NA,NA
Monashee,1980,transplant,NA,NA
Monashee,1981,transplant,NA,NA
Monashee,1982,transplant,NA,NA
Monashee,1983,transplant,NA,NA
Monashee,1984,transplant,NA,NA
Monashee,1985,transplant,NA,NA
Monashee,1986,transplant,NA,NA
Monashee,1987,transplant,NA,NA
Monashee,1988,transplant,NA,NA
Monashee,1989,transplant,NA,NA
Monashee,1990,transplant,NA,NA
Monashee,1991,transplant,NA,NA
Monashee,1992,transplant,NA,NA
Monashee,1993,transplant,NA,NA
Monashee,1994,transplant,0,NA
Monashee,1995,transplant,0,NA
Monashee,1996,transplant,0,NA
Monashee,1997,transplant,0,NA
Monashee,1998,transplant,0,NA
Monashee,1999,transplant,0,NA
Monashee,2000,transplant,0,NA
Monashee,2001,transplant,0,NA
Monashee,2002,transplant,0,NA
Monashee,2003,transplant,0,NA
Monashee,2004,transplant,0,NA
Monashee,2005,transplant,0,NA
Monashee,2006,transplant,0,NA
Monashee,2007,transplant,0,NA
Monashee,2008,transplant,0,NA
Monashee,2009,transplant,0,NA
Monashee,2010,transplant,0,NA
Monashee,2011,transplant,0,NA
Monashee,2012,transplant,0,NA
Monashee,2013,transplant,0,NA
Monashee,2014,transplant,0,NA
Monashee,2015,transplant,0,NA
Monashee,2016,transplant,0,NA
Monashee,2017,transplant,0,NA
Monashee,2018,transplant,0,NA
Monashee,2019,transplant,0,NA
Monashee,2020,transplant,0,NA
Monashee,2021,transplant,0,NA
Monashee,2022,transplant,0,NA
Monashee,2023,transplant,0,NA
Monashee,1973,pen,NA,NA
Monashee,1974,pen,NA,NA
Monashee,1975,pen,NA,NA
Monashee,1976,pen,NA,NA
Monashee,1977,pen,NA,NA
Monashee,1978,pen,NA,NA
Monashee,1979,pen,NA,NA
Monashee,1980,pen,NA,NA
Monashee,1981,pen,NA,NA
Monashee,1982,pen,NA,NA
Monashee,1983,pen,NA,NA
Monashee,1984,pen,NA,NA
Monashee,1985,pen,NA,NA
Monashee,1986,pen,NA,NA
Monashee,1987,pen,NA,NA
Monashee,1988,pen,NA,NA
Monashee,1989,pen,NA,NA
Monashee,1990,pen,NA,NA
Monashee,1991,pen,NA,NA
Monashee,1992,pen,NA,NA
Monashee,1993,pen,NA,NA
Monashee,1994,pen,0,NA
Monashee,1995,pen,0,NA
Monashee,1996,pen,0,NA
Monashee,1997,pen,0,NA
Monashee,1998,pen,0,NA
Monashee,1999,pen,0,NA
Monashee,2000,pen,0,NA
Monashee,2001,pen,0,NA
Monashee,2002,pen,0,NA
Monashee,2003,pen,0,NA
Monashee,2004,pen,0,NA
Monashee,2005,pen,0,NA
Monashee,2006,pen,0,NA
Monashee,2007,pen,0,NA
Monashee,2008,pen,0,NA
Monashee,2009,pen,0,NA
Monashee,2010,pen,0,NA
Monashee,2011,pen,0,NA
Monashee,2012,pen,0,NA
Monashee,2013,pen,0,NA
Monashee,2014,pen,0,NA
Monashee,2015,pen,0,NA
Monashee,2016,pen,0,NA
Monashee,2017,pen,0,NA
Monashee,2018,pen,0,NA
Monashee,2019,pen,0,NA
Monashee,2020,pen,0,NA
Monashee,2021,pen,0,NA
Monashee,2022,pen,0,NA
Monashee,2023,pen,0,NA
Monashee,1973,reduce moose,NA,NA
Monashee,1974,reduce moose,NA,NA
Monashee,1975,reduce moose,NA,NA
Monashee,1976,reduce moose,NA,NA
Monashee,1977,reduce moose,NA,NA
Monashee,1978,reduce moose,NA,NA
Monashee,1979,reduce moose,NA,NA
Monashee,1980,reduce moose,NA,NA
Monashee,1981,reduce moose,NA,NA
Monashee,1982,reduce moose,NA,NA
Monashee,1983,reduce moose,NA,NA
Monashee,1984,reduce moose,NA,NA
Monashee,1985,reduce moose,NA,NA
Monashee,1986,reduce moose,NA,NA
Monashee,1987,reduce moose,NA,NA
Monashee,1988,reduce moose,NA,NA
Monashee,1989,reduce moose,NA,NA
Monashee,1990,reduce moose,NA,NA
Monashee,1991,reduce moose,NA,NA
Monashee,1992,reduce moose,NA,NA
Monashee,1993,reduce moose,NA,NA
Monashee,1994,reduce moose,0,NA
Monashee,1995,reduce moose,0,NA
Monashee,1996,reduce moose,0,NA
Monashee,1997,reduce moose,0,NA
Monashee,1998,reduce moose,0,NA
Monashee,1999,reduce moose,0,NA
Monashee,2000,reduce moose,0,NA
Monashee,2001,reduce moose,0,NA
Monashee,2002,reduce moose,0,NA
Monashee,2003,reduce moose,0,NA
Monashee,2004,reduce moose,0,NA
Monashee,2005,reduce moose,0,NA
Monashee,2006,reduce moose,0,NA
Monashee,2007,reduce moose,0,NA
Monashee,2008,reduce moose,0,NA
Monashee,2009,reduce moose,0,NA
Monashee,2010,reduce moose,0,NA
Monashee,2011,reduce moose,0,NA
Monashee,2012,reduce moose,0,NA
Monashee,2013,reduce moose,0,NA
Monashee,2014,reduce moose,0,NA
Monashee,2015,reduce moose,0,NA
Monashee,2016,reduce moose,0,NA
Monashee,2017,reduce moose,0,NA
Monashee,2018,reduce moose,0,NA
Monashee,2019,reduce moose,0,NA
Monashee,2020,reduce moose,0,NA
Monashee,2021,reduce moose,0,NA
Monashee,2022,reduce moose,0,NA
Monashee,2023,reduce moose,0,NA
Monashee,1973,feed,NA,NA
Monashee,1974,feed,NA,NA
Monashee,1975,feed,NA,NA
Monashee,1976,feed,NA,NA
Monashee,1977,feed,NA,NA
Monashee,1978,feed,NA,NA
Monashee,1979,feed,NA,NA
Monashee,1980,feed,NA,NA
Monashee,1981,feed,NA,NA
Monashee,1982,feed,NA,NA
Monashee,1983,feed,NA,NA
Monashee,1984,feed,NA,NA
Monashee,1985,feed,NA,NA
Monashee,1986,feed,NA,NA
Monashee,1987,feed,NA,NA
Monashee,1988,feed,NA,NA
Monashee,1989,feed,NA,NA
Monashee,1990,feed,NA,NA
Monashee,1991,feed,NA,NA
Monashee,1992,feed,NA,NA
Monashee,1993,feed,NA,NA
Monashee,1994,feed,0,NA
Monashee,1995,feed,0,NA
Monashee,1996,feed,0,NA
Monashee,1997,feed,0,NA
Monashee,1998,feed,0,NA
Monashee,1999,feed,0,NA
Monashee,2000,feed,0,NA
Monashee,2001,feed,0,NA
Monashee,2002,feed,0,NA
Monashee,2003,feed,0,NA
Monashee,2004,feed,0,NA
Monashee,2005,feed,0,NA
Monashee,2006,feed,0,NA
Monashee,2007,feed,0,NA
Monashee,2008,feed,0,NA
Monashee,2009,feed,0,NA
Monashee,2010,feed,0,NA
Monashee,2011,feed,0,NA
Monashee,2012,feed,0,NA
Monashee,2013,feed,0,NA
Monashee,2014,feed,0,NA
Monashee,2015,feed,0,NA
Monashee,2016,feed,0,NA
Monashee,2017,feed,0,NA
Monashee,2018,feed,0,NA
Monashee,2019,feed,0,NA
Monashee,2020,feed,0,NA
Monashee,2021,feed,0,NA
Monashee,2022,feed,0,NA
Monashee,2023,feed,0,NA
Nakusp,1973,pen,NA,NA
Nakusp,1974,pen,0,NA
Nakusp,1975,pen,0,NA
Nakusp,1976,pen,0,NA
Nakusp,1977,pen,0,NA
Nakusp,1978,pen,0,NA
Nakusp,1979,pen,0,NA
Nakusp,1980,pen,0,NA
Nakusp,1981,pen,0,NA
Nakusp,1982,pen,0,NA
Nakusp,1983,pen,0,NA
Nakusp,1984,pen,0,NA
Nakusp,1985,pen,0,NA
Nakusp,1986,pen,0,NA
Nakusp,1987,pen,0,NA
Nakusp,1988,pen,0,NA
Nakusp,1989,pen,0,NA
Nakusp,1990,pen,0,NA
Nakusp,1991,pen,0,NA
Nakusp,1992,pen,0,NA
Nakusp,1993,pen,0,NA
Nakusp,1994,pen,0,NA
Nakusp,1995,pen,0,NA
Nakusp,1996,pen,0,NA
Nakusp,1997,pen,0,NA
Nakusp,1998,pen,0,NA
Nakusp,1999,pen,0,NA
Nakusp,2000,pen,0,NA
Nakusp,2001,pen,0,NA
Nakusp,2002,pen,0,NA
Nakusp,2003,pen,0,NA
Nakusp,2004,pen,0,NA
Nakusp,2005,pen,0,NA
Nakusp,2006,pen,0,NA
Nakusp,2007,pen,0,NA
Nakusp,2008,pen,0,NA
Nakusp,2009,pen,0,NA
Nakusp,2010,pen,0,NA
Nakusp,2011,pen,0,NA
Nakusp,2012,pen,0,NA
Nakusp,2013,pen,0,NA
Nakusp,2014,pen,0,NA
Nakusp,2015,pen,0,NA
Nakusp,2016,pen,0,NA
Nakusp,2017,pen,0,NA
Nakusp,2018,pen,0,NA
Nakusp,2019,pen,0,NA
Nakusp,2020,pen,0,NA
Nakusp,2021,pen,0,NA
Nakusp,2022,pen,0,NA
Nakusp,2023,pen,0,NA
Nakusp,1973,reduce wolves,NA,NA
Nakusp,1974,reduce wolves,0,NA
Nakusp,1975,reduce wolves,0,NA
Nakusp,1976,reduce wolves,0,NA
Nakusp,1977,reduce wolves,0,NA
Nakusp,1978,reduce wolves,0,NA
Nakusp,1979,reduce wolves,0,NA
Nakusp,1980,reduce wolves,0,NA
Nakusp,1981,reduce wolves,0,NA
Nakusp,1982,reduce wolves,0,NA
Nakusp,1983,reduce wolves,0,NA
Nakusp,1984,reduce wolves,0,NA
Nakusp,1985,reduce wolves,0,NA
Nakusp,1986,reduce wolves,0,NA
Nakusp,1987,reduce wolves,0,NA
Nakusp,1988,reduce wolves,0,NA
Nakusp,1989,reduce wolves,0,NA
Nakusp,1990,reduce wolves,0,NA
Nakusp,1991,reduce wolves,0,NA
Nakusp,1992,reduce wolves,0,NA
Nakusp,1993,reduce wolves,0,NA
Nakusp,1994,reduce wolves,0,NA
Nakusp,1995,reduce wolves,0,NA
Nakusp,1996,reduce wolves,0,NA
Nakusp,1997,reduce wolves,0,NA
Nakusp,1998,reduce wolves,0,NA
Nakusp,1999,reduce wolves,0,NA
Nakusp,2000,reduce wolves,0,NA
Nakusp,2001,reduce wolves,0,NA
Nakusp,2002,reduce wolves,0,NA
Nakusp,2003,reduce wolves,0,NA
Nakusp,2004,reduce wolves,0,NA
Nakusp,2005,reduce wolves,0,NA
Nakusp,2006,reduce wolves,0,NA
Nakusp,2007,reduce wolves,0,NA
Nakusp,2008,reduce wolves,0,NA
Nakusp,2009,reduce wolves,0,NA
Nakusp,2010,reduce wolves,0,NA
Nakusp,2011,reduce wolves,0,NA
Nakusp,2012,reduce wolves,0,NA
Nakusp,2013,reduce wolves,0,NA
Nakusp,2014,reduce wolves,0,NA
Nakusp,2015,reduce wolves,0,NA
Nakusp,2016,reduce wolves,0,NA
Nakusp,2017,reduce wolves,0,NA
Nakusp,2018,reduce wolves,0,NA
Nakusp,2019,reduce wolves,0,NA
Nakusp,2020,reduce wolves,0,NA
Nakusp,2021,reduce wolves,1,NA
Nakusp,2022,reduce wolves,1,NA
Nakusp,2023,reduce wolves,1,NA
Nakusp,1973,sterilize wolves,NA,NA
Nakusp,1974,sterilize wolves,0,NA
Nakusp,1975,sterilize wolves,0,NA
Nakusp,1976,sterilize wolves,0,NA
Nakusp,1977,sterilize wolves,0,NA
Nakusp,1978,sterilize wolves,0,NA
Nakusp,1979,sterilize wolves,0,NA
Nakusp,1980,sterilize wolves,0,NA
Nakusp,1981,sterilize wolves,0,NA
Nakusp,1982,sterilize wolves,0,NA
Nakusp,1983,sterilize wolves,0,NA
Nakusp,1984,sterilize wolves,0,NA
Nakusp,1985,sterilize wolves,0,NA
Nakusp,1986,sterilize wolves,0,NA
Nakusp,1987,sterilize wolves,0,NA
Nakusp,1988,sterilize wolves,0,NA
Nakusp,1989,sterilize wolves,0,NA
Nakusp,1990,sterilize wolves,0,NA
Nakusp,1991,sterilize wolves,0,NA
Nakusp,1992,sterilize wolves,0,NA
Nakusp,1993,sterilize wolves,0,NA
Nakusp,1994,sterilize wolves,0,NA
Nakusp,1995,sterilize wolves,0,NA
Nakusp,1996,sterilize wolves,0,NA
Nakusp,1997,sterilize wolves,0,NA
Nakusp,1998,sterilize wolves,0,NA
Nakusp,1999,sterilize wolves,0,NA
Nakusp,2000,sterilize wolves,0,NA
Nakusp,2001,sterilize wolves,0,NA
Nakusp,2002,sterilize wolves,0,NA
Nakusp,2003,sterilize wolves,0,NA
Nakusp,2004,sterilize wolves,0,NA
Nakusp,2005,sterilize wolves,0,NA
Nakusp,2006,sterilize wolves,0,NA
Nakusp,2007,sterilize wolves,0,NA
Nakusp,2008,sterilize wolves,0,NA
Nakusp,2009,sterilize wolves,0,NA
Nakusp,2010,sterilize wolves,0,NA
Nakusp,2011,sterilize wolves,0,NA
Nakusp,2012,sterilize wolves,0,NA
Nakusp,2013,sterilize wolves,0,NA
Nakusp,2014,sterilize wolves,0,NA
Nakusp,2015,sterilize wolves,0,NA
Nakusp,2016,sterilize wolves,0,NA
Nakusp,2017,sterilize wolves,0,NA
Nakusp,2018,sterilize wolves,0,NA
Nakusp,2019,sterilize wolves,0,NA
Nakusp,2020,sterilize wolves,0,NA
Nakusp,2021,sterilize wolves,0,NA
Nakusp,2022,sterilize wolves,0,NA
Nakusp,2023,sterilize wolves,0,NA
Nakusp,1973,transplant,NA,NA
Nakusp,1974,transplant,0,NA
Nakusp,1975,transplant,0,NA
Nakusp,1976,transplant,0,NA
Nakusp,1977,transplant,0,NA
Nakusp,1978,transplant,0,NA
Nakusp,1979,transplant,0,NA
Nakusp,1980,transplant,0,NA
Nakusp,1981,transplant,0,NA
Nakusp,1982,transplant,0,NA
Nakusp,1983,transplant,0,NA
Nakusp,1984,transplant,0,NA
Nakusp,1985,transplant,0,NA
Nakusp,1986,transplant,0,NA
Nakusp,1987,transplant,0,NA
Nakusp,1988,transplant,0,NA
Nakusp,1989,transplant,0,NA
Nakusp,1990,transplant,0,NA
Nakusp,1991,transplant,0,NA
Nakusp,1992,transplant,0,NA
Nakusp,1993,transplant,0,NA
Nakusp,1994,transplant,0,NA
Nakusp,1995,transplant,0,NA
Nakusp,1996,transplant,0,NA
Nakusp,1997,transplant,0,NA
Nakusp,1998,transplant,0,NA
Nakusp,1999,transplant,0,NA
Nakusp,2000,transplant,0,NA
Nakusp,2001,transplant,0,NA
Nakusp,2002,transplant,0,NA
Nakusp,2003,transplant,0,NA
Nakusp,2004,transplant,0,NA
Nakusp,2005,transplant,0,NA
Nakusp,2006,transplant,0,NA
Nakusp,2007,transplant,0,NA
Nakusp,2008,transplant,0,NA
Nakusp,2009,transplant,0,NA
Nakusp,2010,transplant,0,NA
Nakusp,2011,transplant,0,NA
Nakusp,2012,transplant,0,NA
Nakusp,2013,transplant,0,NA
Nakusp,2014,transplant,0,NA
Nakusp,2015,transplant,0,NA
Nakusp,2016,transplant,0,NA
Nakusp,2017,transplant,0,NA
Nakusp,2018,transplant,0,NA
Nakusp,2019,transplant,0,NA
Nakusp,2020,transplant,0,NA
Nakusp,2021,transplant,0,NA
Nakusp,2022,transplant,0,NA
Nakusp,2023,transplant,0,NA
Nakusp,1973,reduce moose,NA,NA
Nakusp,1974,reduce moose,0,NA
Nakusp,1975,reduce moose,0,NA
Nakusp,1976,reduce moose,0,NA
Nakusp,1977,reduce moose,0,NA
Nakusp,1978,reduce moose,0,NA
Nakusp,1979,reduce moose,0,NA
Nakusp,1980,reduce moose,0,NA
Nakusp,1981,reduce moose,0,NA
Nakusp,1982,reduce moose,0,NA
Nakusp,1983,reduce moose,0,NA
Nakusp,1984,reduce moose,0,NA
Nakusp,1985,reduce moose,0,NA
Nakusp,1986,reduce moose,0,NA
Nakusp,1987,reduce moose,0,NA
Nakusp,1988,reduce moose,0,NA
Nakusp,1989,reduce moose,0,NA
Nakusp,1990,reduce moose,0,NA
Nakusp,1991,reduce moose,0,NA
Nakusp,1992,reduce moose,0,NA
Nakusp,1993,reduce moose,0,NA
Nakusp,1994,reduce moose,0,NA
Nakusp,1995,reduce moose,0,NA
Nakusp,1996,reduce moose,0,NA
Nakusp,1997,reduce moose,0,NA
Nakusp,1998,reduce moose,0,NA
Nakusp,1999,reduce moose,0,NA
Nakusp,2000,reduce moose,0,NA
Nakusp,2001,reduce moose,0,NA
Nakusp,2002,reduce moose,0,NA
Nakusp,2003,reduce moose,0,NA
Nakusp,2004,reduce moose,0,NA
Nakusp,2005,reduce moose,0,NA
Nakusp,2006,reduce moose,0,NA
Nakusp,2007,reduce moose,0,NA
Nakusp,2008,reduce moose,0,NA
Nakusp,2009,reduce moose,0,NA
Nakusp,2010,reduce moose,0,NA
Nakusp,2011,reduce moose,0,NA
Nakusp,2012,reduce moose,0,NA
Nakusp,2013,reduce moose,0,NA
Nakusp,2014,reduce moose,0,NA
Nakusp,2015,reduce moose,0,NA
Nakusp,2016,reduce moose,0,NA
Nakusp,2017,reduce moose,0,NA
Nakusp,2018,reduce moose,0,NA
Nakusp,2019,reduce moose,0,NA
Nakusp,2020,reduce moose,0,NA
Nakusp,2021,reduce moose,0,NA
Nakusp,2022,reduce moose,0,NA
Nakusp,2023,reduce moose,0,NA
Nakusp,1973,feed,NA,NA
Nakusp,1974,feed,0,NA
Nakusp,1975,feed,0,NA
Nakusp,1976,feed,0,NA
Nakusp,1977,feed,0,NA
Nakusp,1978,feed,0,NA
Nakusp,1979,feed,0,NA
Nakusp,1980,feed,0,NA
Nakusp,1981,feed,0,NA
Nakusp,1982,feed,0,NA
Nakusp,1983,feed,0,NA
Nakusp,1984,feed,0,NA
Nakusp,1985,feed,0,NA
Nakusp,1986,feed,0,NA
Nakusp,1987,feed,0,NA
Nakusp,1988,feed,0,NA
Nakusp,1989,feed,0,NA
Nakusp,1990,feed,0,NA
Nakusp,1991,feed,0,NA
Nakusp,1992,feed,0,NA
Nakusp,1993,feed,0,NA
Nakusp,1994,feed,0,NA
Nakusp,1995,feed,0,NA
Nakusp,1996,feed,0,NA
Nakusp,1997,feed,0,NA
Nakusp,1998,feed,0,NA
Nakusp,1999,feed,0,NA
Nakusp,2000,feed,0,NA
Nakusp,2001,feed,0,NA
Nakusp,2002,feed,0,NA
Nakusp,2003,feed,0,NA
Nakusp,2004,feed,0,NA
Nakusp,2005,feed,0,NA
Nakusp,2006,feed,0,NA
Nakusp,2007,feed,0,NA
Nakusp,2008,feed,0,NA
Nakusp,2009,feed,0,NA
Nakusp,2010,feed,0,NA
Nakusp,2011,feed,0,NA
Nakusp,2012,feed,0,NA
Nakusp,2013,feed,0,NA
Nakusp,2014,feed,0,NA
Nakusp,2015,feed,0,NA
Nakusp,2016,feed,0,NA
Nakusp,2017,feed,0,NA
Nakusp,2018,feed,0,NA
Nakusp,2019,feed,0,NA
Nakusp,2020,feed,0,NA
Nakusp,2021,feed,0,NA
Nakusp,2022,feed,0,NA
Nakusp,2023,feed,0,NA
Narraway AB,1973,reduce wolves,NA,NA
Narraway AB,1974,reduce wolves,NA,NA
Narraway AB,1975,reduce wolves,NA,NA
Narraway AB,1976,reduce wolves,NA,NA
Narraway AB,1977,reduce wolves,NA,NA
Narraway AB,1978,reduce wolves,NA,NA
Narraway AB,1979,reduce wolves,NA,NA
Narraway AB,1980,reduce wolves,NA,NA
Narraway AB,1981,reduce wolves,NA,NA
Narraway AB,1982,reduce wolves,NA,NA
Narraway AB,1983,reduce wolves,NA,NA
Narraway AB,1984,reduce wolves,NA,NA
Narraway AB,1985,reduce wolves,NA,NA
Narraway AB,1986,reduce wolves,NA,NA
Narraway AB,1987,reduce wolves,NA,NA
Narraway AB,1988,reduce wolves,NA,NA
Narraway AB,1989,reduce wolves,NA,NA
Narraway AB,1990,reduce wolves,NA,NA
Narraway AB,1991,reduce wolves,NA,NA
Narraway AB,1992,reduce wolves,NA,NA
Narraway AB,1993,reduce wolves,NA,NA
Narraway AB,1994,reduce wolves,NA,NA
Narraway AB,1995,reduce wolves,NA,NA
Narraway AB,1996,reduce wolves,NA,NA
Narraway AB,1997,reduce wolves,NA,NA
Narraway AB,1998,reduce wolves,NA,NA
Narraway AB,1999,reduce wolves,NA,NA
Narraway AB,2000,reduce wolves,NA,NA
Narraway AB,2001,reduce wolves,NA,NA
Narraway AB,2002,reduce wolves,NA,NA
Narraway AB,2003,reduce wolves,0,NA
Narraway AB,2004,reduce wolves,0,NA
Narraway AB,2005,reduce wolves,0,NA
Narraway AB,2006,reduce wolves,0,NA
Narraway AB,2007,reduce wolves,0,NA
Narraway AB,2008,reduce wolves,0,NA
Narraway AB,2009,reduce wolves,0,NA
Narraway AB,2010,reduce wolves,0,NA
Narraway AB,2011,reduce wolves,0,NA
Narraway AB,2012,reduce wolves,0,NA
Narraway AB,2013,reduce wolves,0,NA
Narraway AB,2014,reduce wolves,0,NA
Narraway AB,2015,reduce wolves,0,NA
Narraway AB,2016,reduce wolves,0,NA
Narraway AB,2017,reduce wolves,1,low
Narraway AB,2018,reduce wolves,1,low
Narraway AB,2019,reduce wolves,1,NA
Narraway AB,2020,reduce wolves,1,NA
Narraway AB,2021,reduce wolves,1,NA
Narraway AB,2022,reduce wolves,1,NA
Narraway AB,2023,reduce wolves,1,NA
Narraway AB,1973,sterilize wolves,NA,NA
Narraway AB,1974,sterilize wolves,NA,NA
Narraway AB,1975,sterilize wolves,NA,NA
Narraway AB,1976,sterilize wolves,NA,NA
Narraway AB,1977,sterilize wolves,NA,NA
Narraway AB,1978,sterilize wolves,NA,NA
Narraway AB,1979,sterilize wolves,NA,NA
Narraway AB,1980,sterilize wolves,NA,NA
Narraway AB,1981,sterilize wolves,NA,NA
Narraway AB,1982,sterilize wolves,NA,NA
Narraway AB,1983,sterilize wolves,NA,NA
