herd,year,est,sd,season_int
Telkwa,2004,0.39529411764705885,0.05685817384912332,1
Telkwa,2013,0.34285714285714286,0.14596855203028555,1
Telkwa,2014,0.3324675324675325,0.12420546382981332,1
Tweedsmuir,2012,0.08905380333951761,0.03928047723786249,1
Tweedsmuir,2019,0.14217361585782637,0.03991474465093115,1
Tweedsmuir,2017,0.05760576057605761,0.024438789759651334,1
Tweedsmuir,2018,0.2675026123301985,0.04356491276131163,1
Tweedsmuir,2016,0.10004810004810004,0.02958128516970636,1
Tweedsmuir,2021,0.2501576093809103,0.026526153366761826,1
Wells Gray North,2008,0.08311688311688312,0.031980107453341566,1
Wells Gray North,2002,0.20666666666666667,0.0300970396991046,1
Wells Gray North,2001,0.2125984251968504,0.03296991296687495,1
Wells Gray North,1999,0.1796875,0.031243532029321182,1
Wells Gray North,2006,0.2,0.02760262237369417,1
Wells Gray North,2000,0.14728682170542637,0.02913081096853865,1
Wells Gray North,2003,0.1111111111111111,0.03513641844631533,1
Wells Gray North,2005,0.17391304347826086,0.02757071684670556,1
Wells Gray North,2004,0.23026315789473684,0.03078665903262002,1
Wells Gray North,1997,0.07894736842105263,0.018833633826856495,1
Wells Gray North,1998,0.12195121951219512,0.024123675855943428,1
Wells Gray North,1993,0.20670391061452514,0.027552761166935058,1
Wells Gray North,1996,0.12682926829268293,0.02189542293361033,1
Wells Gray North,1995,0.19704433497536947,0.025516706786421584,1
Wells Gray North,1994,0.19138755980861244,0.02493029332232208,1
Wells Gray North,1992,0.12418300653594772,0.025146268323601433,1
Wells Gray North,2010,0.10497237569060773,0.02167408314467738,1
Wells Gray North,2011,0.13690476190476192,0.024872643993513743,1
Wells Gray North,2012,0.16494845360824742,0.024687467823256305,1
Wells Gray North,2013,0.1320754716981132,0.025235726600929407,1
Wells Gray North,2015,0.08609271523178808,0.02190344103935892,1
Wells Gray North,2018,0.1875,0.02831623581139124,1
Wells Gray North,2020,0.15428571428571428,0.025415520386179447,1
Wells Gray South,1995,0.26666666666666666,0.030588764516074902,1
Wells Gray South,1999,0.20481927710843373,0.040356949938419824,1
Wells Gray South,2006,0.2331288343558282,0.029823675938858957,1
Wells Gray South,2008,0.19548872180451127,0.031450558328802274,1
Wells Gray South,2010,0.24193548387096775,0.04880423463571344,1
Wells Gray South,2011,0.1292517006802721,0.026038166906535244,1
Wells Gray South,2013,0.1827956989247312,0.03685122810083196,1
Wells Gray South,2015,0.23404255319148937,0.055595000470939494,1
Wells Gray South,2017,0.29473684210526313,0.04110931649309081,1
Wells Gray South,2018,0.2777777777777778,0.04669713751009953,1
Wells Gray South,2019,0.25555555555555554,0.04103170731440416,1
Wells Gray South,2020,0.21568627450980393,0.03693561371450078,1
Wolverine,2000,0.08791208791208792,0.027610747339191534,1
Wolverine,2004,0.24761904761904763,0.032850267932209805,1
Wolverine,2010,0.1315577889447236,0.02307868533638854,1
Wolverine,2007,0.1911050847457627,0.02070001555185881,1
Wolverine,2008,0.16417917217917216,0.020586559715592406,1
Wolverine,2009,0.11277533039647578,0.02059252521631632,1
Wolverine,2002,0.2992207792207792,0.038832736618240445,1
Wolverine,1998,0.19553072625698323,0.02711161262267276,1
Wolverine,2001,0.15510204081632656,0.03279175075040725,1
Tonquin,2004,0.1509433962264151,0.045836396047863166,2
Tonquin,2005,0.32608695652173914,0.060021069157056885,2
Tonquin,2006,0.29411764705882354,0.05608603466150543,2
Tonquin,2007,0.35714285714285715,0.054963126004561824,2
Tonquin,2008,0.1935483870967742,0.04592699979447576,2
Tonquin,2009,0.5538461538461539,0.049462516232389245,2
Tonquin,2010,0.14772727272727273,0.035306848074962205,2
Tonquin,2011,0.16666666666666666,0.040662503039522215,2
Tonquin,2012,0.2903225806451613,0.05074881523403959,2
Tonquin,2013,0.13636363636363635,0.048532173872869594,2
Tonquin,2014,0.38461538461538464,0.06620484352491311,2
Tonquin,2015,0.28888888888888886,0.059514138969954326,2
Tonquin,2016,0.1388888888888889,0.05400965709314847,2
Tonquin,2017,0.26666666666666666,0.07173701157986272,2
Tonquin,2018,0.3125,0.07152151690891617,2
Tonquin,2019,0.38235294117647056,0.07088485862240662,2
Tonquin,2020,0.1935483870967742,0.06495058598845396,2
Tweedsmuir,1986,0.08228571428571428,0.033184668481427114,1
Tweedsmuir,1987,0.09309090909090909,0.027243512167557996,1
Tweedsmuir,1988,0.08145454545454545,0.026807959017177467,1
Tweedsmuir,1990,0.1205194805194805,0.038648087906068274,1
Tweedsmuir,1993,0.1147012987012987,0.04528758678977474,1
Tweedsmuir,1997,0.10389610389610389,0.04133986423538423,1
Tweedsmuir,1998,0.07480519480519479,0.03496266665604173,1
Tweedsmuir,1999,0.07480519480519479,0.0324037034920393,1
Tweedsmuir,2000,0.06316883116883117,0.027627963150150734,1
Tweedsmuir,2001,0.0615064935064935,0.02518891584569454,1
Tweedsmuir,2002,0.17537662337662335,0.03365278894953036,1
Tweedsmuir,2003,0.1895064935064935,0.043740340548563954,1
Tweedsmuir,2007,0.13132467532467532,0.0352608437619371,1
Tweedsmuir,2008,0.0856103896103896,0.02810100828558767,1
Tweedsmuir,2009,0.0615064935064935,0.031744383477285254,1
