herd,year,est,sd,season_int
Nakusp,1974,0.17810760667903522,0.09951864943131943,1
Nakusp,2019,0.043478260869565216,0.0416272655546234,1
Nakusp,2018,0.14814814814814814,0.06380420512697103,1
Nakusp,2002,0.1875,0.04477189996321118,1
Nakusp,2021,0.07692307692307693,0.050357974669844395,1
Nakusp,1996,0.10967741935483871,0.02382692963445441,1
Nakusp,1999,0.07857142857142857,0.02189649933974803,1
Nakusp,1997,0.07471264367816093,0.019227134423600786,1
Nakusp,1994,0.12121212121212122,0.02682774668985946,1
Nakusp,1995,0.16216216216216217,0.05621089758720647,1
Nakusp,2004,0.22807017543859648,0.050150369677316335,1
Nakusp,2005,0.2711864406779661,0.05133476470779908,1
Nakusp,2006,0.37037037037037035,0.05613643600724706,1
Nakusp,2007,0.18,0.05001694628077805,1
Nakusp,2008,0.18055555555555555,0.041721097345218276,1
Nakusp,2010,0.18461538461538463,0.04421502130288148,1
Nakusp,2012,0.11842105263157894,0.03504576955676639,1
Nakusp,2014,0.19047619047619047,0.05553287518900286,1
Nakusp,2015,0.13157894736842105,0.051549463258848134,1
Nakusp,2016,0.06060606060606061,0.040331825796890444,1
Nakusp,2017,0.07407407407407407,0.048632012170267615,1
Nakusp,2020,0.09090909090909091,0.08298826628866153,1
Narraway AB,2016,0.17498291182501707,0.08500766874602614,1
Narraway AB,2017,0.1376344086021505,0.07564093584889488,1
Narraway AB,2015,0.1434977578475336,0.06299407883487121,1
Narraway AB,2019,0.43835616438356173,0.0828078671210825,1
Narraway AB,2018,0.13168724279835392,0.05816453757196322,1
Narraway AB,2005,0.09110320284697508,0.049690399499995326,1
Narraway AB,2014,0.06784452296819789,0.04315870114235489,1
Narraway AB,2012,0.07766990291262135,0.044444444444444446,1
Narraway AB,2013,0.06095238095238095,0.03380853781670873,1
Narraway AB,2008,0.012787212787212787,0.015149721966687107,1
Narraway AB,2020,0.2548238897396631,0.04949037734126894,1
Narraway AB,2009,0.11688311688311688,0.040687517754557076,1
Narraway AB,2010,0.16127156425663888,0.044212875354025745,1
Narraway AB,2011,0.11232011232011233,0.03730084104553266,1
Narraway AB,2006,0.11277533039647576,0.036040188174468475,1
Narraway AB,2007,0.018591140159767615,0.01386206560167344,1
Narrow Lake,1999,0.11666666666666667,0.039219161391240535,1
Narrow Lake,2002,0.12962962962962962,0.043007012152559546,1
Narrow Lake,2005,0.05555555555555555,0.052550294607050956,1
Narrow Lake,2006,0.1,0.05222329678670935,1
Narrow Lake,2007,0.09090909090909091,0.041494133144330765,1
Narrow Lake,2008,0.17647058823529413,0.06027618097623293,1
Narrow Lake,2009,0,0,1
Narrow Lake,2010,0,0,1
Narrow Lake,2012,0.058823529411764705,0.0392156862745098,1
Narrow Lake,2014,0.05405405405405406,0.03620887173281533,1
Narrow Lake,2016,0.19230769230769232,0.07078487258360254,1
Narrow Lake,2017,0.3333333333333333,0.10540925533894598,1
Narrow Lake,2018,0.15384615384615385,0.09315847243376897,1
North Cariboo,2021,0.12787212787212787,0.03521059293977411,1
North Cariboo,2020,0.17030812324929973,0.03539345748959854,1
North Cariboo,2018,0.15126050420168066,0.030611858308938474,1
North Cariboo,1989,0.25196850393700787,0.03442980069436648,1
North Cariboo,1993,0.17692307692307693,0.030850821937456595,1
North Cariboo,1999,0.11206896551724138,0.01963913910603292,1
North Cariboo,2002,0.102803738317757,0.01976934042366253,1
North Cariboo,2005,0.2011173184357542,0.027336758000135637,1
North Cariboo,2006,0.21511627906976744,0.028422754004674932,1
North Cariboo,2010,0.16666666666666666,0.0424705992864688,1
North Cariboo,2011,0.10135135135135136,0.023638283253169926,1
North Cariboo,2014,0.06140350877192982,0.021824453243068594,1
North Cariboo,2016,0.1792452830188679,0.03430643222888138,1
Purcells Central,1997,0.07032967032967034,0.07121693075173473,1
Purcells Central,1996,0.08333333333333333,0.07665551758398331,1
Purcells Central,1994,0.15384615384615385,0.09315847243376897,1
Purcells Central,2003,0.2,0.16329931618554522,1
Purcells Central,2004,0.18285714285714288,0.16329931618554522,1
Purcells South,2002,0.18181818181818182,0.10697243734810039,1
Purcells South,2000,0.08333333333333333,0.07665551758398331,1
Purcells South,1998,0,0,1
Purcells South,1994,0.058823529411764705,0.03201947376187161,1
Purcells South,1997,0.12,0.06141195788629908,1
Purcells South,2013,0.17647058823529413,0.08524339262464375,1
Purcells South,1996,0.02031746031746032,0.021733762085414478,1
Purcells South,1995,0.016129032258064516,0.01587095109045455,1
Purcells South,2003,0.125,0.11023963796102461,1
Purcells South,2004,0.1,0.09045340337332909,1
Purcells South,2005,0.1111111111111111,0.09938079899999065,1
Purcells South,2006,0.14285714285714285,0.08748177652797065,1
Purcells South,2007,0.07142857142857142,0.06649638116080449,1
Purcells South,2009,0.07692307692307693,0.07121693075173473,1
Purcells South,2010,0.07142857142857142,0.06649638116080449,1
Purcells South,2011,0.07142857142857142,0.06649638116080449,1
Purcells South,2012,0.4,0.13093073414159542,1
Purcells South,2014,0.25,0.19364916731037085,1
Purcells South,2015,0.11764705882352941,0.07391539558088744,1
Purcells South,2016,0.06666666666666667,0.06236095644623236,1
Purcells South,2017,0.08333333333333333,0.07665551758398331,1
Quintette,2017,0.187012987012987,0.05965461817317881,1
Quintette,2014,0.2701298701298701,0.06433623351888286,1
Quintette,2003,0.2401154401154401,0.059514138969954326,1
Quintette,2005,0.12089728453364816,0.04441820030608021,1
Quintette,2015,0.1312371838687628,0.044884361338023246,1
Quintette,2009,0.11334120425029515,0.03962635403218794,1
Quintette,2010,0.21333333333333335,0.04962697841543963,1
Quintette,2012,0.06476640242874009,0.029422192200926078,1
Quintette,2006,0.13018306994210607,0.03709428353797423,1
Quintette,2004,0.13653333333333334,0.04042460487433945,1
Quintette,2007,0.11744776962168264,0.03399403716781759,1
Quintette,2011,0.16056670602125145,0.03852798652628219,1
Quintette,2002,0.20948157533523384,0.03498720814698309,1
Quintette,2008,0.16171039844509233,0.029009415124561264,1
Quintette,2013,0.07836734693877552,0.026218941013778488,1
Quintette,2016,0.18285714285714288,0.06666666666666668,1
Quintette,2018,0.2201058201058201,0.05223149340016087,1
Quintette,2019,0.3868131868131868,0.05743184447634623,1
Quintette,2020,0.21654135338345865,0.062013712011113324,1
Rainbows,1986,0.41558441558441556,0.03143473067309657,1
Rainbows,2001,0.16623376623376623,0.04147806778921702,1
Rainbows,2003,0.09499072356215213,0.050946047328098786,1
Rainbows,1999,0.09664753850800362,0.019729059449146467,1
Rainbows,2002,0.06081723154893886,0.039259270974779985,1
Rainbows,1998,0.06044864226682408,0.015982710418027863,1
Rainbows,1988,0.10207336523125995,0.02697915286093182,1
Rainbows,1997,0.0240918501788067,0.009885691753469143,1
Rainbows,2000,0.12787212787212787,0.022594248339154153,1
Rainbows,1996,0.10389610389610389,0.018575024784406747,1
Rainbows,1987,0.1922853266136848,0.02430588356397964,1
Rainbows,2021,0.5,0.10206207261596575,3
Rainbows,1989,0.4482758620689655,0.04087923988715994,3
Rainbows,2008,0.25,0.19364916731037085,2
Rainbows,2009,0.15789473684210525,0.05497189135443089,2
Rainbows,2017,0.06666666666666667,0.044095855184409845,2
Redrock/Prairie Creek,2004,0.1490104772991851,0.0458076664934532,1
Redrock/Prairie Creek,2019,0.2089227421109902,0.04880423463571344,1
Redrock/Prairie Creek,2007,0.0924187725631769,0.03557487426988602,1
Redrock/Prairie Creek,2017,0.2639175257731959,0.047077416695974754,1
Redrock/Prairie Creek,2006,0.042631140716069944,0.021954780176963593,1
Redrock/Prairie Creek,2014,0.1090627420604183,0.036100249611021006,1
Redrock/Prairie Creek,2016,0.1006993006993007,0.031082338581586114,1
Redrock/Prairie Creek,2003,0.08533333333333333,0.03045532256983993,1
Redrock/Prairie Creek,2018,0.23466666666666666,0.0454029804402663,1
Redrock/Prairie Creek,2013,0.12392807745504843,0.034887557012049465,1
Redrock/Prairie Creek,2005,0.11704768125408228,0.03395233700852177,1
Redrock/Prairie Creek,2012,0.11930758988015978,0.03306500356330541,1
Redrock/Prairie Creek,2015,0.16447467876039304,0.036219224344389546,1
Redrock/Prairie Creek,2009,0.12702860478692354,0.0359110043514518,1
Redrock/Prairie Creek,2020,0.18979833926453143,0.037091209952591235,1
Redrock/Prairie Creek,2010,0.12636469221835078,0.030892474195285794,1
Redrock/Prairie Creek,2011,0.11368861024033437,0.030222908479552557,1
Redrock/Prairie Creek,2008,0.14502087060226596,0.03053697586416088,1
South Selkirks,1991,0.175,0.055423898370994235,1
South Selkirks,1992,0.06818181818181818,0.03676638666396588,1
South Selkirks,1993,0.1590909090909091,0.051216761911475894,1
South Selkirks,1994,0.125,0.04930066485916347,1
South Selkirks,1995,0.18181818181818182,0.05348621867405019,1
South Selkirks,1996,0.18181818181818182,0.06176056549879613,1
South Selkirks,1997,0.21875,0.06619676138565027,1
South Selkirks,2000,0.21428571428571427,0.07037031186741272,1
South Selkirks,2002,0.36,0.08231932086840424,1
South Selkirks,2003,0.1111111111111111,0.05737753105492469,1
South Selkirks,2004,0.07142857142857142,0.047020042043170236,1
South Selkirks,2006,0.20833333333333334,0.07541392800006155,1
South Selkirks,2007,0.10810810810810811,0.048494592373762746,1
South Selkirks,2008,0.12195121951219512,0.048247351711886856,1
South Selkirks,2009,0.12195121951219512,0.048247351711886856,1
South Selkirks,2010,0.075,0.0401668033707346,1
South Selkirks,2011,0.09090909090909091,0.04791329788133908,1
South Selkirks,2012,0.045454545454545456,0.04343332208663223,1
South Selkirks,2013,0.17391304347826086,0.07294526024416183,1
South Selkirks,2014,0.058823529411764705,0.0554593553871802,1
South Selkirks,2015,0.07692307692307693,0.07121693075173473,1
South Selkirks,2016,0.2,0.11547005383792516,1
South Selkirks,2017,0.2222222222222222,0.12535023884839247,1
South Selkirks,2018,0,0,1
Takla,1993,0.20588235294117646,0.04465242594242417,1
Takla,1995,0.25,0.04841229182759271,1
Takla,2004,0.10909090909090909,0.02822481216372005,1
Takla,2012,0.2222222222222222,0.05117402071909314,1
Takla,2015,0.21818181818181817,0.050457387429585734,1
Takla,2017,0.14285714285714285,0.06185895741317419,1
Takla,2018,0.05405405405405406,0.03620887173281533,1
Takla,2020,0.15625,0.0596919881219075,1
Telkwa,2011,0.40634920634920635,0.09745089103411436,1
Telkwa,2010,0.20317460317460317,0.08863600391305174,1
Telkwa,2005,0.17490683229813664,0.055118755743164126,1
Telkwa,2018,0.29411764705882354,0.09714386162879653,1
Telkwa,2019,0.3888888888888889,0.09749960430435692,1
Telkwa,2021,0.30434782608695654,0.08400798113733007,1
Telkwa,2009,0.09142857142857141,0.05040034571198054,1
Telkwa,2007,0.2384313725490196,0.05014920321232756,1
Telkwa,2006,0.3352380952380952,0.05636191927797645,1
Telkwa,2008,0.09333333333333334,0.037040539149598754,1
Telkwa,1984,0.30000000000000004,0.05761015199304191,1
Telkwa,1987,0.2742857142857143,0.06176056549879613,1
Telkwa,1996,0.3047619047619048,0.23570226039551584,1
Telkwa,1999,0.05378151260504202,0.0392156862745098,1
