id,herd,year,enter.date,exit.date,event,enter,exit,time
17-10769,Itcha-Ilgachuz,2018,2018-10-09,2018-12-31,0,9,12,83
17-10769,Itcha-Ilgachuz,2019,2019-01-01,2019-12-31,0,0,12,364
17-10769,Itcha-Ilgachuz,2020,2020-01-01,2020-03-10,0,0,3,69
17-10770,Itcha-Ilgachuz,2018,2018-10-08,2018-12-31,0,9,12,84
17-10770,Itcha-Ilgachuz,2019,2019-01-01,2019-04-25,0,0,4,114
17-10772,Itcha-Ilgachuz,2018,2018-10-09,2018-12-31,0,9,12,83
17-10772,Itcha-Ilgachuz,2019,2019-01-01,2019-02-25,1,0,2,55
17-10774,Itcha-Ilgachuz,2018,2018-10-12,2018-12-31,0,9,12,80
17-10774,Itcha-Ilgachuz,2019,2019-01-01,2019-12-31,0,0,12,364
17-10774,Itcha-Ilgachuz,2020,2020-01-01,2020-02-01,1,0,2,31
17-10776,Itcha-Ilgachuz,2018,2018-10-11,2018-12-31,0,9,12,81
17-10776,Itcha-Ilgachuz,2019,2019-01-01,2019-06-22,0,0,6,172
17-10778,Itcha-Ilgachuz,2018,2018-10-11,2018-12-31,0,9,12,81
17-10778,Itcha-Ilgachuz,2019,2019-01-01,2019-12-31,0,0,12,364
17-10778,Itcha-Ilgachuz,2020,2020-01-01,2020-12-31,0,0,12,365
17-10780,Itcha-Ilgachuz,2018,2018-10-13,2018-12-31,0,9,12,79
17-10780,Itcha-Ilgachuz,2019,2019-01-01,2019-12-31,0,0,12,364
17-10780,Itcha-Ilgachuz,2020,2020-01-01,2020-07-04,1,0,7,185
17-10781,Itcha-Ilgachuz,2018,2018-10-10,2018-12-31,0,9,12,82
17-10781,Itcha-Ilgachuz,2019,2019-01-01,2019-03-12,0,0,3,70
17-10782,Itcha-Ilgachuz,2018,2018-10-12,2018-12-31,0,9,12,80
17-10782,Itcha-Ilgachuz,2019,2019-01-01,2019-12-31,0,0,12,364
17-10782,Itcha-Ilgachuz,2020,2020-01-01,2020-02-12,0,0,2,42
17-10785,Itcha-Ilgachuz,2018,2018-10-13,2018-12-31,0,9,12,79
17-10785,Itcha-Ilgachuz,2019,2019-01-01,2019-02-15,0,0,2,45
17-10787,Itcha-Ilgachuz,2020,2020-09-13,2020-12-31,0,8,12,109
17-10788,Itcha-Ilgachuz,2018,2018-10-12,2018-12-31,0,9,12,80
17-10788,Itcha-Ilgachuz,2019,2019-01-01,2019-12-31,0,0,12,364
17-10788,Itcha-Ilgachuz,2020,2020-01-01,2020-01-30,1,0,1,29
17-10789,Itcha-Ilgachuz,2018,2018-10-11,2018-12-31,0,9,12,81
17-10789,Itcha-Ilgachuz,2019,2019-01-01,2019-12-18,0,0,12,351
17-10790,Itcha-Ilgachuz,2018,2018-10-12,2018-11-01,0,9,11,20
17-10791,Itcha-Ilgachuz,2018,2018-10-13,2018-12-31,0,9,12,79
17-10791,Itcha-Ilgachuz,2019,2019-01-01,2019-12-31,0,0,12,364
17-10791,Itcha-Ilgachuz,2020,2020-01-01,2020-10-23,0,0,10,296
17-10792,Itcha-Ilgachuz,2018,2018-10-13,2018-12-31,0,9,12,79
17-10792,Itcha-Ilgachuz,2019,2019-01-01,2019-10-24,1,0,10,296
17-10793,Itcha-Ilgachuz,2018,2018-10-12,2018-12-31,0,9,12,80
17-10793,Itcha-Ilgachuz,2019,2019-01-01,2019-12-31,0,0,12,364
17-10793,Itcha-Ilgachuz,2020,2020-01-01,2020-02-19,0,0,2,49
17-10808,Telkwa,2017,2017-12-17,2017-12-31,0,11,12,14
17-10808,Telkwa,2018,2018-01-01,2018-12-31,0,0,12,364
17-10808,Telkwa,2019,2019-01-01,2019-12-31,0,0,12,364
17-10808,Telkwa,2020,2020-01-01,2020-10-15,0,0,10,288
17-10816,Telkwa,2014,2014-12-16,2014-12-31,0,11,12,15
17-10816,Telkwa,2015,2015-01-01,2015-12-31,0,0,12,364
17-10816,Telkwa,2016,2016-01-01,2016-12-31,0,0,12,365
17-10816,Telkwa,2017,2017-01-01,2017-12-31,0,0,12,364
17-10816,Telkwa,2018,2018-01-01,2018-04-06,1,0,4,95
17-10822,Tweedsmuir,2017,2017-11-29,2017-12-31,0,10,12,32
17-10822,Tweedsmuir,2018,2018-01-01,2018-03-03,1,0,3,61
17-10823,Tweedsmuir,2015,2015-11-17,2015-12-31,0,10,12,44
17-10823,Tweedsmuir,2016,2016-01-01,2016-12-31,0,0,12,365
17-10823,Tweedsmuir,2017,2017-01-01,2017-12-31,0,0,12,364
17-10823,Tweedsmuir,2018,2018-01-01,2018-12-31,0,0,12,364
17-10823,Tweedsmuir,2019,2019-01-01,2019-12-31,0,0,12,364
17-10823,Tweedsmuir,2020,2020-01-01,2020-01-11,1,0,1,10
17-10824,Tweedsmuir,2014,2014-10-16,2014-12-31,0,9,12,76
17-10824,Tweedsmuir,2015,2015-01-01,2015-12-31,0,0,12,364
17-10824,Tweedsmuir,2016,2016-01-01,2016-12-31,0,0,12,365
17-10824,Tweedsmuir,2017,2017-01-01,2017-12-31,0,0,12,364
17-10824,Tweedsmuir,2018,2018-01-01,2018-12-31,0,0,12,364
17-10824,Tweedsmuir,2019,2019-01-01,2019-12-31,0,0,12,364
17-10824,Tweedsmuir,2020,2020-01-01,2020-12-29,0,0,12,363
17-10825,Tweedsmuir,2017,2017-11-28,2017-12-31,0,10,12,33
17-10825,Tweedsmuir,2018,2018-01-01,2018-07-16,0,0,7,196
17-10826,Tweedsmuir,2017,2017-11-28,2017-12-31,0,10,12,33
17-10826,Tweedsmuir,2018,2018-01-01,2018-12-31,0,0,12,364
17-10826,Tweedsmuir,2019,2019-01-01,2019-12-31,0,0,12,364
17-10826,Tweedsmuir,2020,2020-01-01,2020-12-29,0,0,12,363
17-10828,Tweedsmuir,2017,2017-11-29,2017-12-31,0,10,12,32
17-10828,Tweedsmuir,2018,2018-01-01,2018-12-31,0,0,12,364
17-10828,Tweedsmuir,2019,2019-01-01,2019-12-31,0,0,12,364
17-10828,Tweedsmuir,2020,2020-01-01,2020-12-29,0,0,12,363
17-9494,Wolverine,2017,2017-10-02,2017-12-31,0,9,12,90
17-9494,Wolverine,2018,2018-01-01,2018-12-31,0,0,12,364
17-9494,Wolverine,2019,2019-01-01,2019-01-28,0,0,1,27
17-9496,Wolverine,2017,2017-10-02,2017-12-31,0,9,12,90
17-9496,Wolverine,2018,2018-01-01,2018-12-31,0,0,12,364
17-9496,Wolverine,2019,2019-01-01,2019-01-28,0,0,1,27
18,Itcha-Ilgachuz,1996,1996-06-04,1996-12-14,1,5,12,193
18,Itcha-Ilgachuz,2018,2018-10-13,2018-12-31,0,9,12,79
18,Itcha-Ilgachuz,2019,2019-01-01,2019-12-30,0,0,12,363
18,Wells Gray South,1985,1985-12-28,1985-12-31,0,11,12,3
18,Wells Gray South,1986,1986-01-01,1986-12-31,0,0,12,364
18,Wells Gray South,1987,1987-01-01,1987-12-31,0,0,12,364
18,Wells Gray South,1988,1988-01-01,1988-12-16,0,0,12,350
18-11427,Hart North,2017,2017-12-04,2017-12-31,0,11,12,27
18-11427,Hart North,2018,2018-01-01,2018-12-31,0,0,12,364
18-11427,Hart North,2019,2019-01-01,2019-12-10,0,0,12,343
18-11428,Hart North,2017,2017-12-03,2017-12-31,0,11,12,28
18-11428,Hart North,2018,2018-01-01,2018-08-18,1,0,8,229
18-11429,Hart North,2017,2017-12-04,2017-12-31,0,11,12,27
18-11429,Hart North,2018,2018-01-01,2018-09-01,0,0,9,243
18-11430,Hart North,2017,2017-12-03,2017-12-31,0,11,12,28
18-11430,Hart North,2018,2018-01-01,2018-12-31,0,0,12,364
18-11430,Hart North,2019,2019-01-01,2019-12-16,0,0,12,349
18-11431,Hart South,2017,2017-12-05,2017-12-31,0,11,12,26
18-11431,Hart South,2018,2018-01-01,2018-12-31,0,0,12,364
18-11431,Hart South,2019,2019-01-01,2019-12-31,0,0,12,364
18-11431,Hart South,2020,2020-01-01,2020-02-28,1,0,2,58
18-11433,Hart North,2017,2017-12-04,2017-12-31,0,11,12,27
18-11433,Hart North,2018,2018-01-01,2018-04-20,1,0,4,109
18-11436,Hart South,2017,2017-12-05,2017-12-31,0,11,12,26
18-11436,Hart South,2018,2018-01-01,2018-12-31,0,0,12,364
18-11436,Hart South,2019,2019-01-01,2019-12-17,0,0,12,350
18-11535,Quintette,2017,2017-11-21,2017-12-31,0,10,12,40
18-11535,Quintette,2018,2018-01-01,2018-12-31,0,0,12,364
18-11535,Quintette,2019,2019-01-01,2019-12-31,0,0,12,364
18-11535,Quintette,2020,2020-01-01,2020-02-14,0,0,2,44
18-11748,Groundhog,2017,2017-12-23,2017-12-31,0,11,12,8
18-11748,Groundhog,2018,2018-01-01,2018-12-31,0,0,12,364
18-11748,Groundhog,2019,2019-01-01,2019-12-31,0,0,12,364
18-11748,Groundhog,2020,2020-01-01,2020-12-29,0,0,12,363
18-12908H,Kennedy Siding,2002,2002-01-07,2002-12-31,0,0,12,358
18-12908H,Kennedy Siding,2003,2003-01-01,2003-12-31,0,0,12,364
18-12908H,Kennedy Siding,2004,2004-01-01,2004-10-25,1,0,10,298
18-12909H,Kennedy Siding,2002,2002-01-07,2002-12-31,0,0,12,358
18-12909H,Kennedy Siding,2003,2003-01-01,2003-12-31,0,0,12,364
18-12909H,Kennedy Siding,2004,2004-01-01,2004-12-31,0,0,12,365
18-12909H,Kennedy Siding,2005,2005-01-01,2005-12-31,0,0,12,364
18-12909H,Kennedy Siding,2006,2006-01-01,2006-12-31,0,0,12,364
18-12909H,Kennedy Siding,2007,2007-01-01,2007-12-31,0,0,12,364
18-12909H,Kennedy Siding,2008,2008-01-01,2008-03-20,1,0,3,79
18-12910H,Klinse-Za,2002,2002-01-07,2002-12-31,0,0,12,358
18-12910H,Klinse-Za,2003,2003-01-01,2003-12-31,0,0,12,364
18-12910H,Klinse-Za,2004,2004-01-01,2004-12-31,0,0,12,365
18-12910H,Klinse-Za,2005,2005-01-01,2005-12-31,0,0,12,364
18-12910H,Klinse-Za,2006,2006-01-01,2006-03-24,1,0,3,82
18-12912H,Quintette,2002,2002-01-08,2002-12-31,0,0,12,357
18-12912H,Quintette,2003,2003-01-01,2003-12-31,0,0,12,364
18-12912H,Quintette,2004,2004-01-01,2004-12-31,0,0,12,365
18-12912H,Quintette,2005,2005-01-01,2005-12-31,0,0,12,364
18-12912H,Quintette,2006,2006-01-01,2006-12-31,0,0,12,364
18-12912H,Quintette,2007,2007-01-01,2007-12-31,0,0,12,364
18-12912H,Quintette,2008,2008-01-01,2008-12-31,0,0,12,365
18-12912H,Quintette,2009,2009-01-01,2009-12-31,0,0,12,364
18-12912H,Quintette,2010,2010-01-01,2010-12-31,0,0,12,364
18-12912H,Quintette,2011,2011-01-01,2011-12-31,0,0,12,364
18-12912H,Quintette,2012,2012-01-01,2012-12-31,0,0,12,365
18-12912H,Quintette,2013,2013-01-01,2013-12-31,0,0,12,364
18-12912H,Quintette,2014,2014-01-01,2014-12-31,0,0,12,364
18-12912H,Quintette,2015,2015-01-01,2015-12-24,0,0,12,357
18-12914H,Klinse-Za,2002,2002-09-02,2002-12-31,0,8,12,120
18-12914H,Klinse-Za,2003,2003-01-01,2003-12-31,0,0,12,364
18-12914H,Klinse-Za,2004,2004-01-01,2004-12-31,0,0,12,365
18-12914H,Klinse-Za,2005,2005-01-01,2005-12-31,0,0,12,364
18-12914H,Klinse-Za,2006,2006-01-01,2006-12-31,0,0,12,364
18-12914H,Klinse-Za,2007,2007-01-01,2007-06-01,1,0,6,151
18-12916H,Kennedy Siding,2002,2002-11-05,2002-12-31,0,10,12,56
18-12916H,Kennedy Siding,2003,2003-01-01,2003-12-31,0,0,12,364
18-12916H,Kennedy Siding,2004,2004-01-01,2004-12-31,0,0,12,365
18-12916H,Kennedy Siding,2005,2005-01-01,2005-12-31,0,0,12,364
18-12916H,Kennedy Siding,2006,2006-01-01,2006-05-16,1,0,5,135
18-12919H,Quintette,2002,2002-11-13,2002-12-31,0,10,12,48
18-12919H,Quintette,2003,2003-01-01,2003-12-31,0,0,12,364
18-12919H,Quintette,2004,2004-01-01,2004-03-03,0,0,3,62
18-12923H,Kennedy Siding,2002,2002-12-05,2002-12-14,0,11,12,9
18-12926H,Klinse-Za,2002,2002-12-23,2002-12-31,0,11,12,8
18-12926H,Klinse-Za,2003,2003-01-01,2003-12-31,0,0,12,364
18-12926H,Klinse-Za,2004,2004-01-01,2004-12-31,0,0,12,365
18-12926H,Klinse-Za,2005,2005-01-01,2005-01-30,1,0,1,29
18-12927H,Burnt Pine,2002,2002-12-23,2002-12-31,0,11,12,8
18-12927H,Burnt Pine,2003,2003-01-01,2003-12-31,0,0,12,364
18-12927H,Burnt Pine,2004,2004-01-01,2004-12-31,0,0,12,365
18-12927H,Burnt Pine,2005,2005-01-01,2005-12-31,0,0,12,364
18-12927H,Burnt Pine,2006,2006-01-01,2006-12-31,0,0,12,364
18-12927H,Burnt Pine,2007,2007-01-01,2007-12-31,0,0,12,364
18-12927H,Burnt Pine,2008,2008-01-01,2008-12-31,0,0,12,365
18-12927H,Burnt Pine,2009,2009-01-01,2009-04-16,0,0,4,105
18-12928H,Burnt Pine,2002,2002-12-23,2002-12-31,0,11,12,8
18-12928H,Burnt Pine,2003,2003-01-01,2003-06-14,1,0,6,164
18-12933H,Kennedy Siding,2003,2003-09-02,2003-12-12,1,8,12,101
18-12940H,Quintette,2003,2003-11-14,2003-12-31,0,10,12,47
18-12940H,Quintette,2004,2004-01-01,2004-12-31,0,0,12,365
18-12940H,Quintette,2005,2005-01-01,2005-12-31,0,0,12,364
18-12940H,Quintette,2006,2006-01-01,2006-12-31,0,0,12,364
18-12940H,Quintette,2007,2007-01-01,2007-12-31,0,0,12,364
18-12940H,Quintette,2008,2008-01-01,2008-07-14,1,0,7,195
18-12941H,Quintette,2003,2003-12-24,2003-12-31,0,11,12,7
18-12941H,Quintette,2004,2004-01-01,2004-12-31,0,0,12,365
18-12941H,Quintette,2005,2005-01-01,2005-12-31,0,0,12,364
18-12941H,Quintette,2006,2006-01-01,2006-12-31,0,0,12,364
18-12941H,Quintette,2007,2007-01-01,2007-12-21,1,0,12,354
18-12942H,Quintette,2003,2003-12-24,2003-12-31,0,11,12,7
18-12942H,Quintette,2004,2004-01-01,2004-12-31,0,0,12,365
18-12942H,Quintette,2005,2005-01-01,2005-12-31,0,0,12,364
18-12942H,Quintette,2006,2006-01-01,2006-12-31,0,0,12,364
18-12942H,Quintette,2007,2007-01-01,2007-12-31,0,0,12,364
18-12942H,Quintette,2008,2008-01-01,2008-02-15,1,0,2,45
18-12943H,Quintette,2003,2003-12-24,2003-12-31,0,11,12,7
18-12943H,Quintette,2004,2004-01-01,2004-12-31,0,0,12,365
18-12943H,Quintette,2005,2005-01-01,2005-12-31,0,0,12,364
18-12943H,Quintette,2006,2006-01-01,2006-12-31,0,0,12,364
18-12943H,Quintette,2007,2007-01-01,2007-02-26,1,0,2,56
18-12944H,Kennedy Siding,2003,2003-12-24,2003-12-31,0,11,12,7
18-12944H,Kennedy Siding,2004,2004-01-01,2004-12-31,0,0,12,365
18-12944H,Kennedy Siding,2005,2005-01-01,2005-12-31,0,0,12,364
18-12944H,Kennedy Siding,2006,2006-01-01,2006-12-31,0,0,12,364
18-12944H,Kennedy Siding,2007,2007-01-01,2007-12-31,0,0,12,364
18-12944H,Kennedy Siding,2008,2008-01-01,2008-12-31,0,0,12,365
18-12944H,Kennedy Siding,2009,2009-01-01,2009-12-31,0,0,12,364
18-12944H,Kennedy Siding,2010,2010-01-01,2010-12-31,0,0,12,364
18-12944H,Kennedy Siding,2011,2011-01-01,2011-12-31,0,0,12,364
18-12944H,Kennedy Siding,2012,2012-01-01,2012-12-31,0,0,12,365
18-12944H,Kennedy Siding,2013,2013-01-01,2013-12-31,0,0,12,364
18-12944H,Kennedy Siding,2014,2014-01-01,2014-12-31,0,0,12,364
18-12944H,Kennedy Siding,2015,2015-01-01,2015-12-31,0,0,12,364
18-12944H,Kennedy Siding,2016,2016-01-01,2016-12-31,0,0,12,365
18-12944H,Kennedy Siding,2017,2017-01-01,2017-12-31,0,0,12,364
18-12944H,Kennedy Siding,2018,2018-01-01,2018-10-15,0,0,10,287
18-12945H,Quintette,2005,2005-01-03,2005-12-31,0,0,12,362
18-12945H,Quintette,2006,2006-01-01,2006-07-25,0,0,7,205
18-12948H,Burnt Pine,2005,2005-01-03,2005-12-31,0,0,12,362
18-12948H,Burnt Pine,2006,2006-01-01,2006-07-04,0,0,7,184
18-12953H,Kennedy Siding,2005,2005-12-09,2005-12-31,0,11,12,22
18-12953H,Kennedy Siding,2006,2006-01-01,2006-12-31,0,0,12,364
18-12953H,Kennedy Siding,2007,2007-01-01,2007-11-19,0,0,11,322
18-12954H,Kennedy Siding,2005,2005-12-09,2005-12-31,0,11,12,22
18-12954H,Kennedy Siding,2006,2006-01-01,2006-12-31,0,0,12,364
18-12954H,Kennedy Siding,2007,2007-01-01,2007-11-19,0,0,11,322
18-12955H,Kennedy Siding,2005,2005-12-09,2005-12-31,0,11,12,22
18-12955H,Kennedy Siding,2006,2006-01-01,2006-12-31,0,0,12,364
18-12955H,Kennedy Siding,2007,2007-01-01,2007-11-19,0,0,11,322
18-12963H,Quintette,2006,2006-10-31,2006-12-31,0,9,12,61
18-12963H,Quintette,2007,2007-01-01,2007-12-31,0,0,12,364
18-12963H,Quintette,2008,2008-01-01,2008-08-04,0,0,8,216
18-12964H,Quintette,2006,2006-10-31,2006-12-31,0,9,12,61
18-12964H,Quintette,2007,2007-01-01,2007-12-31,0,0,12,364
18-12964H,Quintette,2008,2008-01-01,2008-10-24,0,0,10,297
18-12965H,Quintette,2006,2006-10-31,2006-12-31,0,9,12,61
18-12965H,Quintette,2007,2007-01-01,2007-12-31,0,0,12,364
18-12965H,Quintette,2008,2008-01-01,2008-06-07,0,0,6,158
18-12972H,Klinse-Za,2007,2007-01-03,2007-12-31,0,0,12,362
18-12972H,Klinse-Za,2008,2008-01-01,2008-09-23,0,0,9,266
18-12974H,Quintette,2007,2007-01-03,2007-12-31,0,0,12,362
18-12974H,Quintette,2008,2008-01-01,2008-12-19,0,0,12,353
18-12976H,Quintette,2007,2007-01-04,2007-12-31,0,0,12,361
18-12976H,Quintette,2008,2008-01-01,2008-11-12,0,0,11,316
18-12978H,Quintette,2007,2007-01-04,2007-12-31,0,0,12,361
18-12978H,Quintette,2008,2008-01-01,2008-06-07,0,0,6,158
18-12992H,Kennedy Siding,2007,2007-12-29,2007-12-31,0,11,12,2
18-12992H,Kennedy Siding,2008,2008-01-01,2008-12-31,0,0,12,365
18-12992H,Kennedy Siding,2009,2009-01-01,2009-12-02,0,0,12,335
18-12994H,Kennedy Siding,2007,2007-12-29,2007-12-31,0,11,12,2
18-12994H,Kennedy Siding,2008,2008-01-01,2008-12-31,0,0,12,365
18-12994H,Kennedy Siding,2009,2009-01-01,2009-12-02,0,0,12,335
18-12995H,Kennedy Siding,2007,2007-12-29,2007-12-31,0,11,12,2
18-12995H,Kennedy Siding,2008,2008-01-01,2008-12-31,0,0,12,365
18-12995H,Kennedy Siding,2009,2009-01-01,2009-11-18,0,0,11,321
18-12996H,Burnt Pine,2008,2008-09-19,2008-12-31,0,8,12,103
18-12996H,Burnt Pine,2009,2009-01-01,2009-12-31,0,0,12,364
18-12996H,Burnt Pine,2010,2010-01-01,2010-06-23,0,0,6,173
18-12998H,Klinse-Za,2008,2008-09-19,2008-12-31,0,8,12,103
18-12998H,Klinse-Za,2009,2009-01-01,2009-12-18,0,0,12,351
18-12999H,Klinse-Za,2008,2008-09-19,2008-12-31,0,8,12,103
18-12999H,Klinse-Za,2009,2009-01-01,2009-12-31,0,0,12,364
18-12999H,Klinse-Za,2010,2010-01-01,2010-11-15,0,0,11,318
18-13001H,Quintette,2008,2008-10-11,2008-12-31,0,9,12,81
18-13001H,Quintette,2009,2009-01-01,2009-09-02,0,0,9,244
18-13003H,Quintette,2008,2008-10-17,2008-12-31,0,9,12,75
18-13003H,Quintette,2009,2009-01-01,2009-12-31,0,0,12,364
18-13003H,Quintette,2010,2010-01-01,2010-01-13,0,0,1,12
18-13008H,Quintette,2008,2008-10-25,2008-12-31,0,9,12,67
18-13008H,Quintette,2009,2009-01-01,2009-09-24,0,0,9,266
18-13014H,Kennedy Siding,2008,2008-12-20,2008-12-31,0,11,12,11
18-13014H,Kennedy Siding,2009,2009-01-01,2009-12-01,1,0,12,334
18-13015H,Kennedy Siding,2008,2008-12-20,2008-12-31,0,11,12,11
18-13015H,Kennedy Siding,2009,2009-01-01,2009-12-31,0,0,12,364
18-13015H,Kennedy Siding,2010,2010-01-01,2010-12-15,0,0,12,348
18-13017H,Kennedy Siding,2008,2008-12-20,2008-12-31,0,11,12,11
18-13017H,Kennedy Siding,2009,2009-01-01,2009-12-31,0,0,12,364
18-13017H,Kennedy Siding,2010,2010-01-01,2010-12-27,0,0,12,360
18-13028H,Narraway BC,2013,2013-01-09,2013-04-03,1,0,4,84
18-13033H,Quintette,2010,2010-11-21,2010-12-31,0,10,12,40
18-13033H,Quintette,2011,2011-01-01,2011-12-31,0,0,12,364
18-13033H,Quintette,2012,2012-01-01,2012-12-31,0,0,12,365
18-13033H,Quintette,2013,2013-01-01,2013-12-31,0,0,12,364
18-13033H,Quintette,2014,2014-01-01,2014-12-31,0,0,12,364
18-13033H,Quintette,2015,2015-01-01,2015-12-24,0,0,12,357
18-13035H,Quintette,2010,2010-11-21,2010-12-31,0,10,12,40
18-13035H,Quintette,2011,2011-01-01,2011-12-31,0,0,12,364
18-13035H,Quintette,2012,2012-01-01,2012-12-22,1,0,12,356
18-13041H,Burnt Pine,2010,2010-11-21,2010-12-31,0,10,12,40
18-13041H,Burnt Pine,2011,2011-01-01,2011-12-31,0,0,12,364
18-13041H,Burnt Pine,2012,2012-01-01,2012-12-31,0,0,12,365
18-13041H,Burnt Pine,2013,2013-01-01,2013-07-06,1,0,7,186
18-13050H,Kennedy Siding,2011,2011-11-11,2011-12-31,0,10,12,50
18-13050H,Kennedy Siding,2012,2012-01-01,2012-12-31,0,0,12,365
18-13050H,Kennedy Siding,2013,2013-01-01,2013-12-31,0,0,12,364
18-13050H,Kennedy Siding,2014,2014-01-01,2014-12-14,0,0,12,347
18-13052H,Kennedy Siding,2011,2011-11-28,2011-12-31,0,10,12,33
18-13052H,Kennedy Siding,2012,2012-01-01,2012-12-31,0,0,12,365
18-13052H,Kennedy Siding,2013,2013-01-01,2013-12-31,0,0,12,364
18-13052H,Kennedy Siding,2014,2014-01-01,2014-12-31,0,0,12,364
18-13052H,Kennedy Siding,2015,2015-01-01,2015-12-31,0,0,12,364
18-13052H,Kennedy Siding,2016,2016-01-01,2016-12-31,0,0,12,365
18-13052H,Kennedy Siding,2017,2017-01-01,2017-12-31,0,0,12,364
18-13052H,Kennedy Siding,2018,2018-01-01,2018-03-24,0,0,3,82
18-13054H,Quintette,2011,2011-12-29,2011-12-31,0,11,12,2
18-13054H,Quintette,2012,2012-01-01,2012-12-31,0,0,12,365
18-13054H,Quintette,2013,2013-01-01,2013-11-29,1,0,11,332
18-13059H,Quintette,2012,2012-11-10,2012-12-31,0,10,12,51
18-13059H,Quintette,2013,2013-01-01,2013-12-31,0,0,12,364
18-13059H,Quintette,2014,2014-01-01,2014-12-31,0,0,12,364
18-13059H,Quintette,2015,2015-01-01,2015-11-14,1,0,11,317
18-13068H,Quintette,2012,2012-12-23,2012-12-31,0,11,12,8
18-13068H,Quintette,2013,2013-01-01,2013-12-31,0,0,12,364
18-13068H,Quintette,2014,2014-01-01,2014-12-31,0,0,12,364
18-13068H,Quintette,2015,2015-01-01,2015-12-31,0,0,12,364
18-13068H,Quintette,2016,2016-01-01,2016-08-04,0,0,8,216
18-13071H,Quintette,2014,2014-09-18,2014-12-31,0,8,12,104
18-13071H,Quintette,2015,2015-01-01,2015-12-31,0,0,12,364
18-13071H,Quintette,2016,2016-01-01,2016-12-31,0,0,12,365
18-13071H,Quintette,2017,2017-01-01,2017-11-13,0,0,11,316
18-13077H,Quintette,2014,2014-12-09,2014-12-31,0,11,12,22
18-13077H,Quintette,2015,2015-01-01,2015-12-31,0,0,12,364
18-13077H,Quintette,2016,2016-01-01,2016-12-31,0,0,12,365
18-13077H,Quintette,2017,2017-01-01,2017-12-31,0,0,12,364
18-13077H,Quintette,2018,2018-01-01,2018-03-07,0,0,3,65
18-13078H,Quintette,2014,2014-12-09,2014-12-31,0,11,12,22
18-13078H,Quintette,2015,2015-01-01,2015-12-31,0,0,12,364
18-13078H,Quintette,2016,2016-01-01,2016-12-31,0,0,12,365
18-13078H,Quintette,2017,2017-01-01,2017-12-31,0,0,12,364
18-13078H,Quintette,2018,2018-01-01,2018-02-26,0,0,2,56
18-13080H,Kennedy Siding,2014,2014-12-15,2014-12-31,0,11,12,16
18-13080H,Kennedy Siding,2015,2015-01-01,2015-04-24,1,0,4,113
18-13081H,Kennedy Siding,2014,2014-12-15,2014-12-31,0,11,12,16
18-13081H,Kennedy Siding,2015,2015-01-01,2015-12-31,0,0,12,364
18-13081H,Kennedy Siding,2016,2016-01-01,2016-12-31,0,0,12,365
18-13081H,Kennedy Siding,2017,2017-01-01,2017-12-31,0,0,12,364
18-13081H,Kennedy Siding,2018,2018-01-01,2018-03-15,0,0,3,73
18-13082H,Kennedy Siding,2014,2014-12-15,2014-12-31,0,11,12,16
18-13082H,Kennedy Siding,2015,2015-01-01,2015-12-31,0,0,12,364
18-13082H,Kennedy Siding,2016,2016-01-01,2016-12-31,0,0,12,365
18-13082H,Kennedy Siding,2017,2017-01-01,2017-12-31,0,0,12,364
18-13082H,Kennedy Siding,2018,2018-01-01,2018-02-26,0,0,2,56
18-13084H,Quintette,2015,2015-01-01,2015-12-31,0,0,12,364
18-13084H,Quintette,2016,2016-01-01,2016-12-31,0,0,12,365
18-13084H,Quintette,2017,2017-01-01,2017-12-31,0,0,12,364
18-13084H,Quintette,2018,2018-01-01,2018-03-23,0,0,3,81
18-13085H,Quintette,2015,2015-01-01,2015-12-31,0,0,12,364
18-13085H,Quintette,2016,2016-01-01,2016-12-31,0,0,12,365
18-13085H,Quintette,2017,2017-01-01,2017-12-31,0,0,12,364
18-13085H,Quintette,2018,2018-01-01,2018-02-26,0,0,2,56
18-13086,Quintette,2015,2015-01-01,2015-12-31,0,0,12,364
18-13086,Quintette,2016,2016-01-01,2016-12-31,0,0,12,365
18-13086,Quintette,2017,2017-01-01,2017-12-31,0,0,12,364
18-13086,Quintette,2018,2018-01-01,2018-03-21,0,0,3,79
18-13086,Quintette,2019,2019-12-05,2019-12-31,0,11,12,26
18-13086,Quintette,2020,2020-01-01,2020-12-29,0,0,12,363
18-13087H,Quintette,2015,2015-01-01,2015-12-31,0,0,12,364
18-13087H,Quintette,2016,2016-01-01,2016-12-31,0,0,12,365
18-13087H,Quintette,2017,2017-01-01,2017-12-31,0,0,12,364
18-13087H,Quintette,2018,2018-01-01,2018-04-09,0,0,4,98
18-13088H,Quintette,2015,2015-01-01,2015-12-31,0,0,12,364
18-13088H,Quintette,2016,2016-01-01,2016-12-31,0,0,12,365
18-13088H,Quintette,2017,2017-01-01,2017-12-31,0,0,12,364
18-13088H,Quintette,2018,2018-01-01,2018-04-10,0,0,4,99
18-13089,Quintette,2015,2015-12-01,2015-12-31,0,11,12,30
18-13089,Quintette,2016,2016-01-01,2016-12-31,0,0,12,365
18-13089,Quintette,2017,2017-01-01,2017-12-31,0,0,12,364
18-13089,Quintette,2018,2018-01-01,2018-11-02,0,0,11,305
18-13089,Quintette,2019,2019-12-06,2019-12-31,0,11,12,25
18-13089,Quintette,2020,2020-01-01,2020-12-29,0,0,12,363
18-13091,Quintette,2015,2015-12-01,2015-12-31,0,11,12,30
